algorithm,params,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,W-accuracy,H-accuracy,B-accuracy,Race-accuracy,H-accuracy_over_W-accuracy,B-accuracy_over_W-accuracy,Race-accuracyRatio,diff:W-accuracytoH-accuracy,diff:W-accuracytoB-accuracy,Race-accuracyDiff,W-TPR,H-TPR,B-TPR,Race-TPR,H-TPR_over_W-TPR,B-TPR_over_W-TPR,Race-TPRRatio,diff:W-TPRtoH-TPR,diff:W-TPRtoB-TPR,Race-TPRDiff,W-TNR,H-TNR,B-TNR,Race-TNR,H-TNR_over_W-TNR,B-TNR_over_W-TNR,Race-TNRRatio,diff:W-TNRtoH-TNR,diff:W-TNRtoB-TNR,Race-TNRDiff,W-FPR,H-FPR,B-FPR,Race-FPR,H-FPR_over_W-FPR,B-FPR_over_W-FPR,Race-FPRRatio,diff:W-FPRtoH-FPR,diff:W-FPRtoB-FPR,Race-FPRDiff,W-FNR,H-FNR,B-FNR,Race-FNR,H-FNR_over_W-FNR,B-FNR_over_W-FNR,Race-FNRRatio,diff:W-FNRtoH-FNR,diff:W-FNRtoB-FNR,Race-FNRDiff,W-calibration+,H-calibration+,B-calibration+,Race-calibration+,H-calibration+_over_W-calibration+,B-calibration+_over_W-calibration+,Race-calibration+Ratio,diff:W-calibration+toH-calibration+,diff:W-calibration+toB-calibration+,Race-calibration+Diff,W-calibration-,H-calibration-,B-calibration-,Race-calibration-,H-calibration-_over_W-calibration-,B-calibration-_over_W-calibration-,Race-calibration-Ratio,diff:W-calibration-toH-calibration-,diff:W-calibration-toB-calibration-,Race-calibration-Diff
GaussianNB,,0.923076923077,1.0,0.88,0.94,0.851296588947,0.3826530612244897,0.3720238095238095,0.6542857142857142,0.88,1.0,1.0,0.96,1.13636363636,1.13636363636,1.13636363636,1.12,1.12,1.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.785714285714,1.0,1.0,0.928571428571,1.27272727273,1.27272727273,1.27272727273,1.21428571429,1.21428571429,1.21428571429,0.214285714286,0.0,0.0,0.0714285714286,0.0,0.0,1.0,0.785714285714,0.785714285714,0.785714285714,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7857142857142857,1.0,1.0,0.9285714285714285,1.2727272727272727,1.2727272727272727,1.2727272727272727,1.2142857142857144,1.2142857142857144,1.2142857142857144,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GaussianNB,,0.897435897436,1.0,0.75,0.875,0.799305253885,0.7875000000000001,0.759375,0.8425925925925927,0.888888888889,0.75,1.0,0.87962962963,0.84375,1.125,0.984375,0.861111111111,1.11111111111,0.986111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.666666666667,1.0,0.788888888889,0.952380952381,1.42857142857,1.19047619048,0.966666666667,1.3,1.13333333333,0.3,0.333333333333,0.0,0.211111111111,1.11111111111,0.0,0.555555555556,1.03333333333,0.7,0.866666666667,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.7833333333333333,0.5882352941176471,1.1764705882352942,0.8823529411764706,0.65,1.15,0.8999999999999999,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GaussianNB,,0.897435897436,0.95,0.842105263158,0.896052631579,0.798433767977,0.6708333333333333,0.7179894179894181,0.7853260869565217,0.869565217391,0.888888888889,1.0,0.919484702093,1.02222222222,1.15,1.08611111111,1.0193236715,1.13043478261,1.07487922705,1.0,0.666666666667,1.0,0.888888888889,0.666666666667,1.0,0.833333333333,0.666666666667,1.0,0.833333333333,0.727272727273,1.0,1.0,0.909090909091,1.375,1.375,1.375,1.27272727273,1.27272727273,1.27272727273,0.272727272727,0.0,0.0,0.0909090909091,0.0,0.0,1.0,0.727272727273,0.727272727273,0.727272727273,0.0,0.333333333333,0.0,0.111111111111,0.0,1.0,0.5,1.33333333333,1.0,1.16666666667,0.8,1.0,1.0,0.9333333333333332,1.25,1.25,1.25,1.2,1.2,1.2,0.0,0.14285714285714285,0.0,0.047619047619047616,0.0,1.0,0.5,1.1428571428571428,1.0,1.0714285714285714
GaussianNB,,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,0.5416666666666666,0.7692307692307693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.666666666667,0.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.333333333333,0.0,1.0,0.5,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GaussianNB,,0.974358974359,1.0,0.947368421053,0.973684210526,0.949871380292,0.575,0.5622222222222222,0.7228260869565217,0.95652173913,1.0,1.0,0.985507246377,1.04545454545,1.04545454545,1.04545454545,1.04347826087,1.04347826087,1.04347826087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.888888888889,1.0,1.0,0.962962962963,1.125,1.125,1.125,1.11111111111,1.11111111111,1.11111111111,0.111111111111,0.0,0.0,0.037037037037,0.0,0.0,1.0,0.888888888889,0.888888888889,0.888888888889,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,1.0,0.9777777777777779,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0666666666666667,1.0666666666666667,1.0666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GaussianNB,,0.948717948718,1.0,0.904761904762,0.952380952381,0.902377811277,0.359375,0.34226190476190477,0.5543478260869565,0.95652173913,0.857142857143,1.0,0.937888198758,0.896103896104,1.04545454545,0.970779220779,0.900621118012,1.04347826087,0.972049689441,1.0,0.0,1.0,0.666666666667,0.0,1.0,0.5,0.0,1.0,0.5,0.875,1.0,1.0,0.958333333333,1.14285714286,1.14285714286,1.14285714286,1.125,1.125,1.125,0.125,0.0,0.0,0.0416666666667,0.0,0.0,1.0,0.875,0.875,0.875,0.0,1.0,0.0,0.333333333333,0.0,1.0,0.5,2.0,1.0,1.5,0.9375,0.0,1.0,0.6458333333333334,0.0,1.0666666666666667,0.5333333333333333,0.0625,1.0625,0.5625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GaussianNB,,0.948717948718,0.866666666667,1.0,0.933333333333,0.894427191,0.3882352941176471,0.3833333333333333,0.7219251336898396,0.954545454545,0.833333333333,1.0,0.929292929293,0.873015873016,1.04761904762,0.960317460317,0.878787878788,1.04545454545,0.962121212121,0.909090909091,0.5,1.0,0.80303030303,0.55,1.1,0.825,0.590909090909,1.09090909091,0.840909090909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0909090909091,0.5,0.0,0.19696969697,5.5,0.0,2.75,1.40909090909,0.909090909091,1.15909090909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.2,0.0,0.09444444444444444,2.4000000000000004,0.0,1.2000000000000002,1.1166666666666667,0.9166666666666666,1.0166666666666666
GaussianNB,,0.923076923077,0.952380952381,0.888888888889,0.920634920635,0.845756645578,0.4375,0.4265625,0.5714285714285714,0.904761904762,0.875,1.0,0.926587301587,0.967105263158,1.10526315789,1.03618421053,0.970238095238,1.09523809524,1.03273809524,1.0,0.666666666667,1.0,0.888888888889,0.666666666667,1.0,0.833333333333,0.666666666667,1.0,0.833333333333,0.714285714286,1.0,1.0,0.904761904762,1.4,1.4,1.4,1.28571428571,1.28571428571,1.28571428571,0.285714285714,0.0,0.0,0.0952380952381,0.0,0.0,1.0,0.714285714286,0.714285714286,0.714285714286,0.0,0.333333333333,0.0,0.111111111111,0.0,1.0,0.5,1.33333333333,1.0,1.16666666667,0.875,1.0,1.0,0.9583333333333334,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.125,1.125,1.125,0.0,0.16666666666666666,0.0,0.05555555555555555,0.0,1.0,0.5,1.1666666666666667,1.0,1.0833333333333335
GaussianNB,,0.923076923077,1.0,0.842105263158,0.921052631579,0.855725099681,0.31746031746031744,0.35714285714285715,0.5222222222222223,0.933333333333,0.833333333333,1.0,0.922222222222,0.892857142857,1.07142857143,0.982142857143,0.9,1.06666666667,0.983333333333,1.0,0.0,1.0,0.666666666667,0.0,1.0,0.5,0.0,1.0,0.5,0.818181818182,1.0,1.0,0.939393939394,1.22222222222,1.22222222222,1.22222222222,1.18181818182,1.18181818182,1.18181818182,0.181818181818,0.0,0.0,0.0606060606061,0.0,0.0,1.0,0.818181818182,0.818181818182,0.818181818182,0.0,1.0,0.0,0.333333333333,0.0,1.0,0.5,2.0,1.0,1.5,0.9047619047619048,0.0,1.0,0.6349206349206349,0.0,1.1052631578947367,0.5526315789473684,0.09523809523809523,1.0952380952380953,0.5952380952380953,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GaussianNB,,0.923076923077,1.0,0.857142857143,0.928571428571,0.857142857143,0.3382352941176471,0.32212885154061627,0.5108695652173914,0.869565217391,1.0,1.0,0.95652173913,1.15,1.15,1.15,1.13043478261,1.13043478261,1.13043478261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.666666666667,1.0,1.0,0.888888888889,1.5,1.5,1.5,1.33333333333,1.33333333333,1.33333333333,0.333333333333,0.0,0.0,0.111111111111,0.0,0.0,1.0,0.666666666667,0.666666666667,0.666666666667,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8235294117647058,1.0,1.0,0.9411764705882352,1.2142857142857144,1.2142857142857144,1.2142857142857144,1.1764705882352942,1.1764705882352942,1.1764705882352942,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LR,,0.692307692308,0.857142857143,0.6,0.728571428571,0.442231994258,0.6696428571428571,0.6510416666666666,0.7885714285714285,0.64,0.833333333333,0.75,0.741111111111,1.30208333333,1.171875,1.23697916667,1.19333333333,1.11,1.15166666667,0.818181818182,1.0,1.0,0.939393939394,1.22222222222,1.22222222222,1.22222222222,1.18181818182,1.18181818182,1.18181818182,0.5,0.8,0.666666666667,0.655555555556,1.6,1.33333333333,1.46666666667,1.3,1.16666666667,1.23333333333,0.5,0.2,0.333333333333,0.344444444444,0.4,0.666666666667,0.533333333333,0.7,0.833333333333,0.766666666667,0.181818181818,0.0,0.0,0.0606060606061,0.0,0.0,1.0,0.818181818182,0.818181818182,0.818181818182,0.5625,0.5,0.5,0.5208333333333334,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9375,0.9375,0.9375,0.2222222222222222,0.0,0.0,0.07407407407407407,0.0,0.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778
LR,,0.897435897436,0.913043478261,0.875,0.89402173913,0.788043478261,0.7941176470588235,0.7941176470588235,0.8703703703703703,0.925925925926,0.75,0.875,0.850308641975,0.81,0.945,0.8775,0.824074074074,0.949074074074,0.886574074074,0.941176470588,1.0,0.8,0.913725490196,1.0625,0.85,0.95625,1.05882352941,0.858823529412,0.958823529412,0.9,0.666666666667,1.0,0.855555555556,0.740740740741,1.11111111111,0.925925925926,0.766666666667,1.1,0.933333333333,0.1,0.333333333333,0.0,0.144444444444,3.33333333333,0.0,1.66666666667,1.23333333333,0.9,1.06666666667,0.0588235294118,0.0,0.2,0.0862745098039,0.0,3.4,1.7,0.941176470588,1.14117647059,1.04117647059,0.9411764705882353,0.5,1.0,0.8137254901960785,0.53125,1.0625,0.796875,0.5588235294117647,1.0588235294117647,0.8088235294117647,0.1,0.0,0.25,0.11666666666666665,0.0,2.5,1.25,0.9,1.15,1.025
LR,,0.846153846154,0.9,0.789473684211,0.844736842105,0.694982216645,0.6708333333333333,0.7179894179894181,0.7853260869565217,0.782608695652,0.888888888889,1.0,0.890499194847,1.13580246914,1.27777777778,1.20679012346,1.10628019324,1.21739130435,1.16183574879,0.916666666667,0.666666666667,1.0,0.861111111111,0.727272727273,1.09090909091,0.909090909091,0.75,1.08333333333,0.916666666667,0.636363636364,1.0,1.0,0.878787878788,1.57142857143,1.57142857143,1.57142857143,1.36363636364,1.36363636364,1.36363636364,0.363636363636,0.0,0.0,0.121212121212,0.0,0.0,1.0,0.636363636364,0.636363636364,0.636363636364,0.0833333333333,0.333333333333,0.0,0.138888888889,4.0,0.0,2.0,1.25,0.916666666667,1.08333333333,0.7333333333333333,1.0,1.0,0.9111111111111111,1.3636363636363638,1.3636363636363638,1.3636363636363638,1.2666666666666666,1.2666666666666666,1.2666666666666666,0.125,0.14285714285714285,0.0,0.08928571428571429,1.1428571428571428,0.0,0.5714285714285714,1.0178571428571428,0.875,0.9464285714285714
LR,,0.846153846154,0.833333333333,0.866666666667,0.85,0.686773437176,0.5882352941176471,0.4779411764705882,0.7307692307692308,0.807692307692,1.0,0.875,0.894230769231,1.2380952381,1.08333333333,1.16071428571,1.19230769231,1.06730769231,1.12980769231,0.833333333333,0.0,0.833333333333,0.555555555556,0.0,1.0,0.5,0.166666666667,1.0,0.583333333333,0.75,1.0,1.0,0.916666666667,1.33333333333,1.33333333333,1.33333333333,1.25,1.25,1.25,0.25,0.0,0.0,0.0833333333333,0.0,0.0,1.0,0.75,0.75,0.75,0.166666666667,1.0,0.166666666667,0.444444444444,6.0,1.0,3.5,1.83333333333,1.0,1.41666666667,0.8823529411764706,1.0,1.0,0.9607843137254902,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.1176470588235294,1.1176470588235294,1.1176470588235294,0.3333333333333333,0.0,0.3333333333333333,0.2222222222222222,0.0,1.0,0.5,0.6666666666666667,1.0,0.8333333333333334
LR,,0.846153846154,0.8,0.894736842105,0.847368421053,0.696572345547,0.71875,0.7027777777777777,0.8532608695652174,0.826086956522,0.8,1.0,0.875362318841,0.968421052632,1.21052631579,1.08947368421,0.973913043478,1.17391304348,1.07391304348,0.785714285714,0.75,1.0,0.845238095238,0.954545454545,1.27272727273,1.11363636364,0.964285714286,1.21428571429,1.08928571429,0.888888888889,0.833333333333,1.0,0.907407407407,0.9375,1.125,1.03125,0.944444444444,1.11111111111,1.02777777778,0.111111111111,0.166666666667,0.0,0.0925925925926,1.5,0.0,0.75,1.05555555556,0.888888888889,0.972222222222,0.214285714286,0.25,0.0,0.154761904762,1.16666666667,0.0,0.583333333333,1.03571428571,0.785714285714,0.910714285714,0.9166666666666666,0.75,1.0,0.8888888888888888,0.8181818181818182,1.090909090909091,0.9545454545454546,0.8333333333333334,1.0833333333333335,0.9583333333333335,0.2727272727272727,0.16666666666666666,0.0,0.14646464646464644,0.6111111111111112,0.0,0.3055555555555556,0.8939393939393939,0.7272727272727273,0.8106060606060606
LR,,0.769230769231,1.0,0.571428571429,0.785714285714,0.617213399848,0.8455882352941178,0.8375350140056023,0.8858695652173914,0.913043478261,0.428571428571,0.666666666667,0.669427191166,0.469387755102,0.730158730159,0.59977324263,0.515527950311,0.753623188406,0.634575569358,1.0,0.0,1.0,0.666666666667,0.0,1.0,0.5,0.0,1.0,0.5,0.75,1.0,0.5,0.75,1.33333333333,0.666666666667,1.0,1.25,0.75,1.0,0.25,0.0,0.5,0.25,0.0,2.0,1.0,0.75,1.25,1.0,0.0,1.0,0.0,0.333333333333,0.0,1.0,0.5,2.0,1.0,1.5,0.8823529411764706,0.0,0.5,0.46078431372549017,0.0,0.5666666666666667,0.2833333333333333,0.11764705882352944,0.6176470588235294,0.36764705882352944,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LR,,0.794871794872,0.866666666667,0.75,0.808333333333,0.600219258184,0.5972850678733032,0.5897435897435898,0.7620320855614973,0.818181818182,0.666666666667,0.818181818182,0.767676767677,0.814814814815,1.0,0.907407407407,0.848484848485,1.0,0.924242424242,0.909090909091,0.5,1.0,0.80303030303,0.55,1.1,0.825,0.590909090909,1.09090909091,0.840909090909,0.727272727273,0.75,0.777777777778,0.751683501684,1.03125,1.06944444444,1.05034722222,1.02272727273,1.05050505051,1.03661616162,0.272727272727,0.25,0.222222222222,0.248316498316,0.916666666667,0.814814814815,0.865740740741,0.977272727273,0.949494949495,0.963383838384,0.0909090909091,0.5,0.0,0.19696969697,5.5,0.0,2.75,1.40909090909,0.909090909091,1.15909090909,0.7692307692307693,0.5,0.5,0.5897435897435898,0.6499999999999999,0.6499999999999999,0.6499999999999999,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.1111111111111111,0.25,0.0,0.12037037037037036,2.25,0.0,1.125,1.1388888888888888,0.8888888888888888,1.0138888888888888
