algorithm,params,accuracy,MCC,DisparateImpact
SVM,{},0.8591605331211458,0.599333073521228,0.0
SVM,{},0.8541873881042371,0.5906380561721617,0.0
SVM,{},0.8518997413964591,0.5808308630934919,0.0
SVM,{},0.8564750348120151,0.5844715372031978,0.0
SVM,{},0.8573702009150587,0.5919279723285332,0.0
SVM,{},0.8576685896160732,0.5914697573042866,0.0
SVM,{},0.8606524766262185,0.6055984033067805,0.0
SVM,{},0.856972349313706,0.5916772176121773,0.0
SVM,{},0.8586632186194549,0.5890729213233151,0.0
SVM,{},0.8577680525164114,0.5960578395773868,0.0
GaussianNB,{},0.8226576486970361,0.5691951990008222,0.0
GaussianNB,{},0.8202705390889198,0.566017785747873,0.0
GaussianNB,{},0.8228565744977123,0.5614592181733287,0.0
GaussianNB,{},0.8256415357071812,0.5672675239342736,0.0
GaussianNB,{},0.8221603341953452,0.5644784401897868,0.0
GaussianNB,{},0.8185796697831709,0.5607424759935828,0.0
GaussianNB,{},0.8208673164909489,0.5581973267019367,0.0
GaussianNB,{},0.8184802068828327,0.5644420340826801,0.0
GaussianNB,{},0.8229560373980506,0.5705535945948331,0.0
GaussianNB,{},0.8239506664014322,0.5638213357534079,0.0
LR,{},0.8479212253829321,0.573565837449901,0.0
LR,{},0.8425502287646708,0.5625104364682022,0.0
LR,{},0.8457330415754923,0.5693114684584992,0.0
LR,{},0.8463298189775214,0.5644532290997439,0.0
LR,{},0.8451362641734633,0.5633232895832276,0.0
LR,{},0.8462303560771832,0.5653759392584728,0.0
LR,{},0.8461308931768451,0.5706146800413745,0.0
LR,{},0.8461308931768451,0.5669725814743385,0.0
LR,{},0.8518997413964591,0.5757712757602517,0.0
LR,{},0.8444400238710961,0.5617790519241384,0.0
DecisionTree,{},0.8059478814402228,0.4837618144062873,0.0
DecisionTree,{},0.8164909488760692,0.511401086459944,0.0
DecisionTree,{},0.8190769842848618,0.5163322874035662,0.0
DecisionTree,{},0.8121145812611896,0.48856842981241233,0.0
DecisionTree,{},0.823751740600756,0.5227633352922573,0.0
DecisionTree,{},0.819773224587229,0.5088341641076588,0.0
DecisionTree,{},0.8093296200517207,0.4934341190372049,0.0
DecisionTree,{},0.8178834294808036,0.5094330599522081,0.0
DecisionTree,{},0.8212651680923015,0.5089587763263604,0.0
DecisionTree,{},0.8095285458523971,0.4914496621505339,0.0
Feldman-SVM,{'lambda': 1.0},0.7497513427491546,0.0,0.0
Feldman-SVM,{'lambda': 1.0},0.7426894768251442,0.0,0.0
Feldman-SVM,{'lambda': 1.0},0.7453749751342749,0.0,0.0
Feldman-SVM,{'lambda': 1.0},0.7531330813606525,0.0,0.0
Feldman-SVM,{'lambda': 1.0},0.7508454346528745,0.0,0.0
Feldman-SVM,{'lambda': 1.0},0.7533320071613289,0.0,0.0
Feldman-SVM,{'lambda': 1.0},0.7474636960413765,0.0,0.0
Feldman-SVM,{'lambda': 1.0},0.7513427491545653,0.0,0.0
Feldman-SVM,{'lambda': 1.0},0.7562164312711359,0.0,0.0
Feldman-SVM,{'lambda': 1.0},0.7482593992440819,0.0,0.0
Feldman-GaussianNB,{'lambda': 1.0},0.7158344937338372,0.47883569146255694,0.0
Feldman-GaussianNB,{'lambda': 1.0},0.5284463894967177,0.32058394498629184,0.0
Feldman-GaussianNB,{'lambda': 1.0},0.7045951859956237,0.4584079880688929,0.0
Feldman-GaussianNB,{'lambda': 1.0},0.7553212651680923,0.49815027398037015,0.0
Feldman-GaussianNB,{'lambda': 1.0},0.5168092301571514,0.32484717119598083,0.0
Feldman-GaussianNB,{'lambda': 1.0},0.5118360851402427,0.3115119267645265,0.0
Feldman-GaussianNB,{'lambda': 1.0},0.5741993236522777,0.3634271952104627,0.0
Feldman-GaussianNB,{'lambda': 1.0},0.45245673363835287,0.2840445469684506,0.0
