algorithm,params,accuracy,MCC,DisparateImpact
Feldman-SVM-DisparateImpact,{'lambda': 0.45},0.8387706385518202,0.5392438332392224,0.2619520999992824
Feldman-SVM-DisparateImpact,{'lambda': 0.4},0.8297195146210463,0.49607601943875246,0.3019499266534192
Feldman-SVM-DisparateImpact,{'lambda': 0.85},0.8213646309926398,0.4598803261984282,0.32474071159851486
Feldman-SVM-DisparateImpact,{'lambda': 0.55},0.8298189775213846,0.5074804838992183,0.31275644276428016
Feldman-SVM-accuracy,{'lambda': 0.85},0.8328028645315297,0.5032801793173718,0.2795195626961117
Feldman-SVM-accuracy,{'lambda': 0.85},0.820370001989258,0.4682844884141423,0.32348726495702435
Feldman-SVM-accuracy,{'lambda': 0.85},0.8385717127511438,0.5257168504387602,0.31423689349556855
Feldman-SVM-accuracy,{'lambda': 0.85},0.8349910483389695,0.5154494929091916,0.3156033940917662
Feldman-SVM-accuracy,{'lambda': 0.85},0.8433459319673762,0.5410524783560567,0.31523779311074096
Feldman-SVM-accuracy,{'lambda': 0.85},0.8320071613288244,0.5086733754666736,0.28699518550717523
Feldman-SVM-accuracy,{'lambda': 0.85},0.8329023274318679,0.5203640104478073,0.2658871824566936
Feldman-SVM-accuracy,{'lambda': 0.85},0.8268350905112393,0.4844001947923044,0.3076027843949453
Feldman-SVM-accuracy,{'lambda': 0.85},0.8213646309926398,0.4598803261984282,0.32474071159851486
Feldman-SVM-accuracy,{'lambda': 0.85},0.8219614083946688,0.48010338398221514,0.3106278825821276
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.35},0.8275313308136065,0.5655407271110764,0.32619281544822176
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.35},0.8274318679132684,0.5767605305188463,0.31012354753604016
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.55},0.825542072806843,0.5539417700772999,0.35466091576622294
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.35},0.8217624825939924,0.5654234787478873,0.30674029511238815
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.35},0.8205689277899344,0.5514066669459627,0.3113575951934411
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.35},0.8274318679132684,0.5714577605219624,0.3151610682428237
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.35},0.8160930972747166,0.5619831198283642,0.3230568622559671
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.35},0.8240501293017705,0.5664525362916293,0.3199268676051945
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.35},0.8263377760095484,0.5623748205550456,0.30375969151489896
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.35},0.8206683906902725,0.5596985380903328,0.3160948763751351
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8374776208474239,0.5593771815063251,0.34314407536790104
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8387706385518202,0.5642509421366343,0.31504790556516216
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8248458325044759,0.5518023301915207,0.36329481792717094
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8356872886413368,0.561310336304319,0.3223159795740441
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8236522777004177,0.5374988060289354,0.3457632242357501
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8384722498508056,0.560667903450578,0.331172836761993
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.820370001989258,0.5494053561820019,0.3415323681237785
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8259399244081957,0.5464963054044674,0.334835735936912
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8331012532325442,0.5582596186165089,0.3344241360044697
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8319076984284862,0.5538384647939831,0.33658133915014654
