algorithm,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,0-accuracy,1-accuracy,Race-accuracy,0-accuracy_over_1-accuracy,Race-accuracyRatio,diff:1-accuracyto0-accuracy,Race-accuracyDiff,0-TPR,1-TPR,Race-TPR,0-TPR_over_1-TPR,Race-TPRRatio,diff:1-TPRto0-TPR,Race-TPRDiff,0-TNR,1-TNR,Race-TNR,0-TNR_over_1-TNR,Race-TNRRatio,diff:1-TNRto0-TNR,Race-TNRDiff,0-FPR,1-FPR,Race-FPR,0-FPR_over_1-FPR,Race-FPRRatio,diff:1-FPRto0-FPR,Race-FPRDiff,0-FNR,1-FNR,Race-FNR,0-FNR_over_1-FNR,Race-FNRRatio,diff:1-FNRto0-FNR,Race-FNRDiff,0-calibration+,1-calibration+,Race-calibration+,0-calibration+_over_1-calibration+,Race-calibration+Ratio,diff:1-calibration+to0-calibration+,Race-calibration+Diff,0-calibration-,1-calibration-,Race-calibration-,0-calibration-_over_1-calibration-,Race-calibration-Ratio,diff:1-calibration-to0-calibration-,Race-calibration-Diff
SVM,,0,0.85,0.6666666666666666,1.0,0.8333333333333333,0.723746864455746,0.45098039215686275,0.45098039215686275,0.7851662404092071,0.9411764705882353,0.782608695652174,0.8618925831202047,1.2026143790849673,1.2026143790849673,1.1585677749360612,1.1585677749360612,0.75,0.6428571428571429,0.6964285714285714,1.1666666666666665,1.1666666666666665,1.1071428571428572,1.1071428571428572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.3571428571428571,0.30357142857142855,0.7000000000000001,0.7000000000000001,0.8928571428571429,0.8928571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,0.35714285714285715,0.2142857142857143,0.19999999999999998,0.19999999999999998,0.7142857142857143,0.7142857142857143
SVM,,1,0.75,0.5789473684210527,0.9047619047619048,0.7418546365914787,0.5157239530948289,0.9230769230769231,0.9230769230769231,0.9743589743589745,1.0,0.6296296296296297,0.8148148148148149,1.588235294117647,1.588235294117647,1.3703703703703702,1.3703703703703702,1.0,0.4666666666666667,0.7333333333333334,2.142857142857143,2.142857142857143,1.5333333333333332,1.5333333333333332,1.0,0.8333333333333334,0.9166666666666667,1.2,1.2,1.1666666666666665,1.1666666666666665,0.0,0.16666666666666663,0.08333333333333331,0.0,1.0,0.8333333333333334,0.8333333333333334,0.0,0.5333333333333333,0.26666666666666666,0.0,1.0,0.4666666666666667,0.4666666666666667,1.0,0.7777777777777778,0.8888888888888888,1.2857142857142856,1.2857142857142856,1.2222222222222223,1.2222222222222223,0.0,0.4444444444444444,0.2222222222222222,0.0,1.0,0.5555555555555556,0.5555555555555556
SVM,,2,0.675,0.43478260869565216,1.0,0.717391304347826,0.4963635881027162,0.8901098901098902,0.8901098901098902,0.9715099715099715,0.7692307692307693,0.6296296296296297,0.6994301994301995,1.2217194570135748,1.2217194570135748,1.1396011396011396,1.1396011396011396,0.5,0.4117647058823529,0.45588235294117646,1.2142857142857144,1.2142857142857144,1.0882352941176472,1.0882352941176472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5882352941176471,0.5441176470588236,0.85,0.85,0.9117647058823529,0.9117647058823529,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.5,0.4,0.6,0.6,0.8,0.8
SVM,,3,0.775,1.0,0.6086956521739131,0.8043478260869565,0.6308671104414854,0.8571428571428572,0.8571428571428572,0.9,0.7,0.85,0.7749999999999999,0.8235294117647058,0.8235294117647058,0.85,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.6666666666666666,0.6190476190476191,0.8571428571428571,0.8571428571428571,0.9047619047619048,0.9047619047619048,0.4285714285714286,0.33333333333333337,0.380952380952381,1.2857142857142856,1.2857142857142856,1.0952380952380953,1.0952380952380953,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7857142857142857,0.6428571428571428,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,4,0.9,1.0,0.8260869565217391,0.9130434782608696,0.8177634499299953,0.6666666666666667,0.6666666666666667,0.8,0.9333333333333333,0.88,0.9066666666666667,1.0606060606060606,1.0606060606060606,1.0533333333333332,1.0533333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.7692307692307693,0.8346153846153846,1.17,1.17,1.1307692307692307,1.1307692307692307,0.09999999999999998,0.23076923076923073,0.16538461538461535,0.4333333333333333,0.4333333333333333,0.8692307692307693,0.8692307692307693,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8,0.8166666666666667,1.0416666666666667,1.0416666666666667,1.0333333333333332,1.0333333333333332,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,5,0.7,0.5652173913043478,0.8823529411764706,0.7237851662404091,0.4570187689337444,0.8333333333333333,0.8333333333333333,0.9333333333333333,0.8666666666666667,0.6,0.7333333333333334,1.4444444444444446,1.4444444444444446,1.2666666666666666,1.2666666666666666,0.7142857142857143,0.5,0.6071428571428572,1.4285714285714286,1.4285714285714286,1.2142857142857144,1.2142857142857144,1.0,0.7777777777777778,0.8888888888888888,1.2857142857142856,1.2857142857142856,1.2222222222222223,1.2222222222222223,0.0,0.2222222222222222,0.1111111111111111,0.0,1.0,0.7777777777777778,0.7777777777777778,0.2857142857142857,0.5,0.39285714285714285,0.5714285714285714,0.5714285714285714,0.7857142857142857,0.7857142857142857,1.0,0.8,0.9,1.25,1.25,1.2,1.2,0.2,0.5333333333333333,0.3666666666666667,0.375,0.375,0.6666666666666667,0.6666666666666667
SVM,,6,0.675,0.9375,0.5,0.71875,0.4576043153224294,0.8744939271255061,0.8744939271255061,0.9116809116809117,0.46153846153846156,0.7777777777777778,0.6196581196581197,0.5934065934065934,0.5934065934065934,0.6837606837606838,0.6837606837606838,1.0,0.9333333333333333,0.9666666666666667,1.0714285714285714,1.0714285714285714,1.0666666666666667,1.0666666666666667,0.4166666666666667,0.5833333333333334,0.5,0.7142857142857143,0.7142857142857143,0.8333333333333333,0.8333333333333333,0.5833333333333333,0.41666666666666663,0.49999999999999994,1.4,1.4,1.1666666666666665,1.1666666666666665,0.0,0.06666666666666665,0.033333333333333326,0.0,1.0,0.9333333333333333,0.9333333333333333,0.125,0.7368421052631579,0.4309210526315789,0.16964285714285715,0.16964285714285715,0.38815789473684215,0.38815789473684215,0.0,0.125,0.0625,0.0,1.0,0.875,0.875
SVM,,7,0.875,0.9523809523809523,0.7894736842105263,0.8709273182957393,0.7562051853647912,0.611111111111111,0.611111111111111,0.7171717171717171,0.8888888888888888,0.8636363636363636,0.8762626262626263,1.0292397660818713,1.0292397660818713,1.025252525252525,1.025252525252525,1.0,0.9333333333333333,0.9666666666666667,1.0714285714285714,1.0714285714285714,1.0666666666666667,1.0666666666666667,0.8333333333333334,0.7142857142857143,0.7738095238095238,1.1666666666666667,1.1666666666666667,1.119047619047619,1.119047619047619,0.16666666666666663,0.2857142857142857,0.22619047619047616,0.5833333333333333,0.5833333333333333,0.8809523809523809,0.8809523809523809,0.0,0.06666666666666665,0.033333333333333326,0.0,1.0,0.9333333333333333,0.9333333333333333,0.75,0.875,0.8125,0.8571428571428571,0.8571428571428571,0.875,0.875,0.0,0.16666666666666666,0.08333333333333333,0.0,1.0,0.8333333333333334,0.8333333333333334
SVM,,8,0.675,0.43478260869565216,1.0,0.717391304347826,0.4963635881027162,0.46428571428571425,0.46428571428571425,0.8351648351648351,0.9285714285714286,0.5384615384615384,0.7335164835164836,1.7244897959183676,1.7244897959183676,1.39010989010989,1.39010989010989,0.6666666666666666,0.4,0.5333333333333333,1.6666666666666665,1.6666666666666665,1.2666666666666666,1.2666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,0.6,0.4666666666666667,0.5555555555555557,0.5555555555555557,0.7333333333333334,0.7333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.6666666666666666,0.375,0.125,0.125,0.41666666666666674,0.41666666666666674
SVM,,9,0.775,0.55,1.0,0.775,0.6158817620514396,0.7731092436974789,0.7731092436974789,0.9309462915601023,1.0,0.6086956521739131,0.8043478260869565,1.6428571428571428,1.6428571428571428,1.391304347826087,1.391304347826087,1.0,0.4375,0.71875,2.2857142857142856,2.2857142857142856,1.5625,1.5625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5625,0.28125,0.0,1.0,0.4375,0.4375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5625,0.28125,0.0,1.0,0.4375,0.4375
