algorithm,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,privileged-accuracy,non-privileged-accuracy,sensitive-attr-accuracy,non-privileged-accuracy_over_privileged-accuracy,sensitive-attr-accuracyRatio,diff:privileged-accuracytonon-privileged-accuracy,sensitive-attr-accuracyDiff,privileged-TPR,non-privileged-TPR,sensitive-attr-TPR,non-privileged-TPR_over_privileged-TPR,sensitive-attr-TPRRatio,diff:privileged-TPRtonon-privileged-TPR,sensitive-attr-TPRDiff,privileged-TNR,non-privileged-TNR,sensitive-attr-TNR,non-privileged-TNR_over_privileged-TNR,sensitive-attr-TNRRatio,diff:privileged-TNRtonon-privileged-TNR,sensitive-attr-TNRDiff,privileged-FPR,non-privileged-FPR,sensitive-attr-FPR,non-privileged-FPR_over_privileged-FPR,sensitive-attr-FPRRatio,diff:privileged-FPRtonon-privileged-FPR,sensitive-attr-FPRDiff,privileged-FNR,non-privileged-FNR,sensitive-attr-FNR,non-privileged-FNR_over_privileged-FNR,sensitive-attr-FNRRatio,diff:privileged-FNRtonon-privileged-FNR,sensitive-attr-FNRDiff,privileged-calibration+,non-privileged-calibration+,sensitive-attr-calibration+,non-privileged-calibration+_over_privileged-calibration+,sensitive-attr-calibration+Ratio,diff:privileged-calibration+tonon-privileged-calibration+,sensitive-attr-calibration+Diff,privileged-calibration-,non-privileged-calibration-,sensitive-attr-calibration-,non-privileged-calibration-_over_privileged-calibration-,sensitive-attr-calibration-Ratio,diff:privileged-calibration-tonon-privileged-calibration-,sensitive-attr-calibration-Diff
SVM,,0,0.9552238805970149,1.0,0.875,0.9375,0.9043974693732262,0.7032967032967032,0.7032967032967032,0.7589285714285714,0.9375,0.9714285714285714,0.9544642857142858,1.036190476190476,1.036190476190476,1.0339285714285715,1.0339285714285715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9375,0.84375,1.25,1.25,1.1875,1.1875,0.25,0.0625,0.15625,0.25,0.25,0.8125,0.8125,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.95,0.9365384615384615,1.0291666666666666,1.0291666666666666,1.0269230769230768,1.0269230769230768,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,1,1.0,1.0,1.0,1.0,1.0,0.8534850640113799,0.8534850640113799,0.9072072072072073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,2,0.9701492537313433,0.9545454545454546,1.0,0.9772727272727273,0.9371135567164837,0.624384236453202,0.624384236453202,0.7206959706959707,1.0,0.9285714285714286,0.9642857142857143,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1333333333333333,0.06666666666666665,0.0,1.0,1.1333333333333333,1.1333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.13333333333333333,0.06666666666666667,0.0,1.0,1.1333333333333333,1.1333333333333333
SVM,,3,0.9552238805970149,1.0,0.896551724137931,0.9482758620689655,0.9115647966377937,0.873611111111111,0.873611111111111,0.918018018018018,0.9459459459459459,0.9666666666666667,0.9563063063063063,1.0219047619047619,1.0219047619047619,1.0207207207207207,1.0207207207207207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8666666666666667,0.9285714285714286,0.8976190476190476,1.0714285714285714,1.0714285714285714,1.061904761904762,1.061904761904762,0.1333333333333333,0.0714285714285714,0.10238095238095235,0.5357142857142856,0.5357142857142856,0.9380952380952381,0.9380952380952381,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.9411764705882353,0.928921568627451,1.0267379679144386,1.0267379679144386,1.0245098039215685,1.0245098039215685,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,4,0.9850746268656716,1.0,0.967741935483871,0.9838709677419355,0.9703539292641428,1.0130718954248368,1.0130718954248368,1.007168458781362,1.0,0.9722222222222222,0.9861111111111112,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9411764705882353,0.9705882352941176,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.0,0.05882352941176472,0.02941176470588236,0.0,1.0,1.0588235294117647,1.0588235294117647,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.975,0.95,0.95,0.95,0.95,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,5,0.9850746268656716,1.0,0.9642857142857143,0.9821428571428572,0.9696280582927516,0.717391304347826,0.717391304347826,0.803030303030303,0.9696969696969697,1.0,0.9848484848484849,1.03125,1.03125,1.0303030303030303,1.0303030303030303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,0.9545454545454546,1.1,1.1,1.0909090909090908,1.0909090909090908,0.09090909090909094,0.0,0.04545454545454547,0.0,1.0,0.9090909090909091,0.9090909090909091,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9565217391304348,1.0,0.9782608695652174,1.0454545454545454,1.0454545454545454,1.0434782608695652,1.0434782608695652,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,6,1.0,1.0,1.0,1.0,1.0,1.146551724137931,1.146551724137931,1.0925589836660619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,7,1.0,1.0,1.0,1.0,1.0,0.6486842105263158,0.6486842105263158,0.7577132486388385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,8,0.9850746268656716,0.9782608695652174,1.0,0.9891304347826086,0.9663304126452619,0.7299771167048055,0.7299771167048055,0.7858439201451906,1.0,0.9736842105263158,0.986842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,1.0,0.9565217391304348,0.9782608695652174,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04347826086956519,0.021739130434782594,0.0,1.0,1.0434782608695652,1.0434782608695652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0625,0.03125,0.0,1.0,1.0625,1.0625
SVM,,9,0.9850746268656716,0.975609756097561,1.0,0.9878048780487805,0.9692657331337372,0.6181818181818182,0.6181818181818182,0.7192513368983957,1.0,0.9696969696969697,0.9848484848484849,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.9696969696969697,1.0,0.9375,0.96875,0.9375,0.9375,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0625,0.03125,0.0,1.0,1.0625,1.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05555555555555555,0.027777777777777776,0.0,1.0,1.0555555555555556,1.0555555555555556
