algorithm,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,privileged-accuracy,non-privileged-accuracy,sensitive-attr-accuracy,non-privileged-accuracy_over_privileged-accuracy,sensitive-attr-accuracyRatio,diff:privileged-accuracytonon-privileged-accuracy,sensitive-attr-accuracyDiff,privileged-TPR,non-privileged-TPR,sensitive-attr-TPR,non-privileged-TPR_over_privileged-TPR,sensitive-attr-TPRRatio,diff:privileged-TPRtonon-privileged-TPR,sensitive-attr-TPRDiff,privileged-TNR,non-privileged-TNR,sensitive-attr-TNR,non-privileged-TNR_over_privileged-TNR,sensitive-attr-TNRRatio,diff:privileged-TNRtonon-privileged-TNR,sensitive-attr-TNRDiff,privileged-FPR,non-privileged-FPR,sensitive-attr-FPR,non-privileged-FPR_over_privileged-FPR,sensitive-attr-FPRRatio,diff:privileged-FPRtonon-privileged-FPR,sensitive-attr-FPRDiff,privileged-FNR,non-privileged-FNR,sensitive-attr-FNR,non-privileged-FNR_over_privileged-FNR,sensitive-attr-FNRRatio,diff:privileged-FNRtonon-privileged-FNR,sensitive-attr-FNRDiff,privileged-calibration+,non-privileged-calibration+,sensitive-attr-calibration+,non-privileged-calibration+_over_privileged-calibration+,sensitive-attr-calibration+Ratio,diff:privileged-calibration+tonon-privileged-calibration+,sensitive-attr-calibration+Diff,privileged-calibration-,non-privileged-calibration-,sensitive-attr-calibration-,non-privileged-calibration-_over_privileged-calibration-,sensitive-attr-calibration-Ratio,diff:privileged-calibration-tonon-privileged-calibration-,sensitive-attr-calibration-Diff
SVM,,0,0.9701492537313433,1.0,0.9591836734693877,0.9795918367346939,0.9291207166576628,0.7741935483870968,0.7741935483870968,0.924731182795699,0.9722222222222222,0.967741935483871,0.9699820788530467,0.9953917050691244,0.9953917050691244,0.9955197132616488,0.9955197132616488,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.9583333333333334,0.9591666666666667,0.998263888888889,0.998263888888889,0.9983333333333334,0.9983333333333334,0.040000000000000036,0.04166666666666663,0.04083333333333333,1.0416666666666647,1.0416666666666647,1.0016666666666665,1.0016666666666665,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.875,0.8958333333333333,0.9545454545454546,0.9545454545454546,0.9583333333333334,0.9583333333333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,1,1.0,1.0,1.0,1.0,1.0,1.3588235294117645,1.3588235294117645,1.054367201426025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,2,0.9701492537313433,0.8888888888888888,1.0,0.9444444444444444,0.9241377067782293,0.5485714285714286,0.5485714285714286,0.8589285714285715,0.96875,0.9714285714285714,0.9700892857142858,1.0027649769585254,1.0027649769585254,1.0026785714285715,1.0026785714285715,0.9090909090909091,0.8571428571428571,0.8831168831168831,0.9428571428571428,0.9428571428571428,0.948051948051948,0.948051948051948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909094,0.1428571428571429,0.11688311688311692,1.5714285714285714,1.5714285714285714,1.051948051948052,1.051948051948052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.045454545454545456,0.034482758620689655,0.039968652037617555,0.7586206896551724,0.7586206896551724,0.9890282131661442,0.9890282131661442
SVM,,3,1.0,1.0,1.0,1.0,1.0,0.546875,0.546875,0.8964285714285715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,4,0.9701492537313433,0.8571428571428571,1.0,0.9285714285714286,0.9088311317148121,0.3870967741935484,0.3870967741935484,0.8467741935483871,0.9444444444444444,1.0,0.9722222222222222,1.0588235294117647,1.0588235294117647,1.0555555555555556,1.0555555555555556,0.8181818181818182,1.0,0.9090909090909092,1.222222222222222,1.222222222222222,1.1818181818181817,1.1818181818181817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.18181818181818177,0.0,0.09090909090909088,0.0,1.0,0.8181818181818182,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07407407407407407,0.0,0.037037037037037035,0.0,1.0,0.9259259259259259,0.9259259259259259
SVM,,5,1.0,1.0,1.0,1.0,1.0,0.2740740740740741,0.2740740740740741,0.8234234234234235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,6,1.0,1.0,1.0,1.0,1.0,0.8189655172413794,0.8189655172413794,0.9618874773139746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,7,0.9850746268656716,0.9285714285714286,1.0,0.9642857142857143,0.9546599716001826,0.6439393939393939,0.6439393939393939,0.9162210338680927,1.0,0.9696969696969697,0.9848484848484849,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.9696969696969697,1.0,0.8333333333333334,0.9166666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16666666666666663,0.08333333333333331,0.0,1.0,1.1666666666666665,1.1666666666666665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.03571428571428571,0.017857142857142856,0.0,1.0,1.0357142857142858,1.0357142857142858
SVM,,8,0.9850746268656716,0.9375,1.0,0.96875,0.9588905849189228,0.5405405405405406,0.5405405405405406,0.8621621621621622,0.9666666666666667,1.0,0.9833333333333334,1.0344827586206897,1.0344827586206897,1.0333333333333332,1.0333333333333332,0.9,1.0,0.95,1.1111111111111112,1.1111111111111112,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999998,0.0,0.04999999999999999,0.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.047619047619047616,0.0,0.023809523809523808,0.0,1.0,0.9523809523809523,0.9523809523809523
SVM,,9,1.0,1.0,1.0,1.0,1.0,0.9142857142857143,0.9142857142857143,0.9866071428571428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
GaussianNB,,0,0.9850746268656716,0.9444444444444444,1.0,0.9722222222222222,0.9620579793107875,0.6334310850439882,0.6334310850439882,0.8879928315412187,1.0,0.967741935483871,0.9838709677419355,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,1.0,0.8571428571428571,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1428571428571429,0.07142857142857145,0.0,1.0,1.1428571428571428,1.1428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04,0.02,0.0,1.0,1.04,1.04
GaussianNB,,1,1.0,1.0,1.0,1.0,1.0,1.3588235294117645,1.3588235294117645,1.054367201426025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
GaussianNB,,2,0.9701492537313433,0.8888888888888888,1.0,0.9444444444444444,0.9241377067782293,0.5485714285714286,0.5485714285714286,0.8589285714285715,0.96875,0.9714285714285714,0.9700892857142858,1.0027649769585254,1.0027649769585254,1.0026785714285715,1.0026785714285715,0.9090909090909091,0.8571428571428571,0.8831168831168831,0.9428571428571428,0.9428571428571428,0.948051948051948,0.948051948051948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909094,0.1428571428571429,0.11688311688311692,1.5714285714285714,1.5714285714285714,1.051948051948052,1.051948051948052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.045454545454545456,0.034482758620689655,0.039968652037617555,0.7586206896551724,0.7586206896551724,0.9890282131661442,0.9890282131661442
GaussianNB,,3,0.9850746268656716,0.9166666666666666,1.0,0.9583333333333333,0.9488401440957371,0.625,0.625,0.925,0.9714285714285714,1.0,0.9857142857142858,1.0294117647058825,1.0294117647058825,1.0285714285714285,1.0285714285714285,0.875,1.0,0.9375,1.1428571428571428,1.1428571428571428,1.125,1.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.125,0.0,0.0625,0.0,1.0,0.875,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03571428571428571,0.0,0.017857142857142856,0.0,1.0,0.9642857142857143,0.9642857142857143
