algorithm,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,non-privileged-accuracy,privileged-accuracy,sensitive-attr-accuracy,non-privileged-accuracy_over_privileged-accuracy,sensitive-attr-accuracyRatio,diff:privileged-accuracytonon-privileged-accuracy,sensitive-attr-accuracyDiff,non-privileged-TPR,privileged-TPR,sensitive-attr-TPR,non-privileged-TPR_over_privileged-TPR,sensitive-attr-TPRRatio,diff:privileged-TPRtonon-privileged-TPR,sensitive-attr-TPRDiff,non-privileged-TNR,privileged-TNR,sensitive-attr-TNR,non-privileged-TNR_over_privileged-TNR,sensitive-attr-TNRRatio,diff:privileged-TNRtonon-privileged-TNR,sensitive-attr-TNRDiff,non-privileged-FPR,privileged-FPR,sensitive-attr-FPR,non-privileged-FPR_over_privileged-FPR,sensitive-attr-FPRRatio,diff:privileged-FPRtonon-privileged-FPR,sensitive-attr-FPRDiff,non-privileged-FNR,privileged-FNR,sensitive-attr-FNR,non-privileged-FNR_over_privileged-FNR,sensitive-attr-FNRRatio,diff:privileged-FNRtonon-privileged-FNR,sensitive-attr-FNRDiff,non-privileged-calibration+,privileged-calibration+,sensitive-attr-calibration+,non-privileged-calibration+_over_privileged-calibration+,sensitive-attr-calibration+Ratio,diff:privileged-calibration+tonon-privileged-calibration+,sensitive-attr-calibration+Diff,non-privileged-calibration-,privileged-calibration-,sensitive-attr-calibration-,non-privileged-calibration-_over_privileged-calibration-,sensitive-attr-calibration-Ratio,diff:privileged-calibration-tonon-privileged-calibration-,sensitive-attr-calibration-Diff
Feldman-SVM-DIavgall,lambda=0.0,0,0.9850746268656716,1.0,0.9545454545454546,0.9772727272727273,0.9663304126452616,0.6059670781893004,0.6059670781893004,0.6568100358422939,0.9722222222222222,1.0,0.9861111111111112,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,1.0,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.05555555555555558,0.0,0.02777777777777779,0.0,1.0,1.0555555555555556,1.0555555555555556,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9473684210526315,1.0,0.9736842105263157,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-DIavgall,lambda=0.05,0,0.9850746268656716,1.0,0.9545454545454546,0.9772727272727273,0.9663304126452616,0.6059670781893004,0.6059670781893004,0.6568100358422939,0.9722222222222222,1.0,0.9861111111111112,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,1.0,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.05555555555555558,0.0,0.02777777777777779,0.0,1.0,1.0555555555555556,1.0555555555555556,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9473684210526315,1.0,0.9736842105263157,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-DIavgall,lambda=0.1,0,0.9850746268656716,1.0,0.9545454545454546,0.9772727272727273,0.9663304126452616,0.6059670781893004,0.6059670781893004,0.6568100358422939,0.9722222222222222,1.0,0.9861111111111112,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,1.0,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.05555555555555558,0.0,0.02777777777777779,0.0,1.0,1.0555555555555556,1.0555555555555556,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9473684210526315,1.0,0.9736842105263157,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-DIavgall,lambda=0.15,0,0.9701492537313433,0.9777777777777777,0.9545454545454546,0.9661616161616162,0.9323232323232323,0.6292735042735043,0.6292735042735043,0.6890681003584229,0.9722222222222222,0.967741935483871,0.9699820788530467,1.0046296296296295,1.0046296296296295,1.0044802867383513,1.0044802867383513,1.0,0.9629629629629629,0.9814814814814814,1.0384615384615385,1.0384615384615385,1.0370370370370372,1.0370370370370372,0.9444444444444444,1.0,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.05555555555555558,0.0,0.02777777777777779,0.0,1.0,1.0555555555555556,1.0555555555555556,0.0,0.03703703703703709,0.018518518518518545,0.0,1.0,0.9629629629629629,0.9629629629629629,0.9473684210526315,1.0,0.9736842105263157,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0.2,0.1,0.0,1.0,0.8,0.8
Feldman-SVM-DIavgall,lambda=0.2,0,0.9701492537313433,0.9777777777777777,0.9545454545454546,0.9661616161616162,0.9323232323232323,0.6292735042735043,0.6292735042735043,0.6890681003584229,0.9722222222222222,0.967741935483871,0.9699820788530467,1.0046296296296295,1.0046296296296295,1.0044802867383513,1.0044802867383513,1.0,0.9629629629629629,0.9814814814814814,1.0384615384615385,1.0384615384615385,1.0370370370370372,1.0370370370370372,0.9444444444444444,1.0,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.05555555555555558,0.0,0.02777777777777779,0.0,1.0,1.0555555555555556,1.0555555555555556,0.0,0.03703703703703709,0.018518518518518545,0.0,1.0,0.9629629629629629,0.9629629629629629,0.9473684210526315,1.0,0.9736842105263157,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0.2,0.1,0.0,1.0,0.8,0.8
Feldman-SVM-DIavgall,lambda=0.25,0,0.9701492537313433,0.9777777777777777,0.9545454545454546,0.9661616161616162,0.9323232323232323,0.6292735042735043,0.6292735042735043,0.6890681003584229,0.9722222222222222,0.967741935483871,0.9699820788530467,1.0046296296296295,1.0046296296296295,1.0044802867383513,1.0044802867383513,1.0,0.9629629629629629,0.9814814814814814,1.0384615384615385,1.0384615384615385,1.0370370370370372,1.0370370370370372,0.9444444444444444,1.0,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.05555555555555558,0.0,0.02777777777777779,0.0,1.0,1.0555555555555556,1.0555555555555556,0.0,0.03703703703703709,0.018518518518518545,0.0,1.0,0.9629629629629629,0.9629629629629629,0.9473684210526315,1.0,0.9736842105263157,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0.2,0.1,0.0,1.0,0.8,0.8
Feldman-SVM-DIavgall,lambda=0.3,0,0.9552238805970149,0.9555555555555556,0.9545454545454546,0.9550505050505051,0.9001542523175818,0.6544444444444445,0.6544444444444445,0.721326164874552,0.9722222222222222,0.9354838709677419,0.953853046594982,1.039272030651341,1.039272030651341,1.0367383512544803,1.0367383512544803,1.0,0.9259259259259259,0.962962962962963,1.08,1.08,1.074074074074074,1.074074074074074,0.9444444444444444,1.0,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.05555555555555558,0.0,0.02777777777777779,0.0,1.0,1.0555555555555556,1.0555555555555556,0.0,0.07407407407407407,0.037037037037037035,0.0,1.0,0.9259259259259259,0.9259259259259259,0.9473684210526315,1.0,0.9736842105263157,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0.6666666666666667,0.6666666666666667
Feldman-SVM-DIavgall,lambda=0.35,0,0.9402985074626866,0.9555555555555556,0.9090909090909091,0.9323232323232323,0.8646464646464647,0.688888888888889,0.688888888888889,0.7491039426523298,0.9444444444444444,0.9354838709677419,0.9399641577060931,1.0095785440613028,1.0095785440613028,1.0089605734767026,1.0089605734767026,1.0,0.9259259259259259,0.962962962962963,1.08,1.08,1.074074074074074,1.074074074074074,0.8888888888888888,1.0,0.9444444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.11111111111111116,0.0,0.05555555555555558,0.0,1.0,1.1111111111111112,1.1111111111111112,0.0,0.07407407407407407,0.037037037037037035,0.0,1.0,0.9259259259259259,0.9259259259259259,0.9,1.0,0.95,0.9,0.9,0.9,0.9,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0.6666666666666667,0.6666666666666667
Feldman-SVM-DIavgall,lambda=0.4,0,0.9402985074626866,0.9555555555555556,0.9090909090909091,0.9323232323232323,0.8646464646464647,0.688888888888889,0.688888888888889,0.7491039426523298,0.9444444444444444,0.9354838709677419,0.9399641577060931,1.0095785440613028,1.0095785440613028,1.0089605734767026,1.0089605734767026,1.0,0.9259259259259259,0.962962962962963,1.08,1.08,1.074074074074074,1.074074074074074,0.8888888888888888,1.0,0.9444444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.11111111111111116,0.0,0.05555555555555558,0.0,1.0,1.1111111111111112,1.1111111111111112,0.0,0.07407407407407407,0.037037037037037035,0.0,1.0,0.9259259259259259,0.9259259259259259,0.9,1.0,0.95,0.9,0.9,0.9,0.9,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0.6666666666666667,0.6666666666666667
Feldman-SVM-DIavgall,lambda=0.45,0,0.9402985074626866,0.9555555555555556,0.9090909090909091,0.9323232323232323,0.8646464646464647,0.688888888888889,0.688888888888889,0.7491039426523298,0.9444444444444444,0.9354838709677419,0.9399641577060931,1.0095785440613028,1.0095785440613028,1.0089605734767026,1.0089605734767026,1.0,0.9259259259259259,0.962962962962963,1.08,1.08,1.074074074074074,1.074074074074074,0.8888888888888888,1.0,0.9444444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.11111111111111116,0.0,0.05555555555555558,0.0,1.0,1.1111111111111112,1.1111111111111112,0.0,0.07407407407407407,0.037037037037037035,0.0,1.0,0.9259259259259259,0.9259259259259259,0.9,1.0,0.95,0.9,0.9,0.9,0.9,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0.6666666666666667,0.6666666666666667
