algorithm,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,privileged-accuracy,non-privileged-accuracy,sensitive-attr-accuracy,non-privileged-accuracy_over_privileged-accuracy,sensitive-attr-accuracyRatio,diff:privileged-accuracytonon-privileged-accuracy,sensitive-attr-accuracyDiff,privileged-TPR,non-privileged-TPR,sensitive-attr-TPR,non-privileged-TPR_over_privileged-TPR,sensitive-attr-TPRRatio,diff:privileged-TPRtonon-privileged-TPR,sensitive-attr-TPRDiff,privileged-TNR,non-privileged-TNR,sensitive-attr-TNR,non-privileged-TNR_over_privileged-TNR,sensitive-attr-TNRRatio,diff:privileged-TNRtonon-privileged-TNR,sensitive-attr-TNRDiff,privileged-FPR,non-privileged-FPR,sensitive-attr-FPR,non-privileged-FPR_over_privileged-FPR,sensitive-attr-FPRRatio,diff:privileged-FPRtonon-privileged-FPR,sensitive-attr-FPRDiff,privileged-FNR,non-privileged-FNR,sensitive-attr-FNR,non-privileged-FNR_over_privileged-FNR,sensitive-attr-FNRRatio,diff:privileged-FNRtonon-privileged-FNR,sensitive-attr-FNRDiff,privileged-calibration+,non-privileged-calibration+,sensitive-attr-calibration+,non-privileged-calibration+_over_privileged-calibration+,sensitive-attr-calibration+Ratio,diff:privileged-calibration+tonon-privileged-calibration+,sensitive-attr-calibration+Diff,privileged-calibration-,non-privileged-calibration-,sensitive-attr-calibration-,non-privileged-calibration-_over_privileged-calibration-,sensitive-attr-calibration-Ratio,diff:privileged-calibration-tonon-privileged-calibration-,sensitive-attr-calibration-Diff
SVM,,0,1.0,1.0,1.0,1.0,1.0,0.547979797979798,0.547979797979798,0.839605734767025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,1,0.9701492537313433,0.9130434782608695,1.0,0.9565217391304348,0.9345297939219425,0.5925925925925926,0.5925925925925926,0.8472222222222222,0.975,0.9629629629629629,0.9689814814814814,0.9876543209876543,0.9876543209876543,0.9879629629629629,0.9879629629629629,0.9375,0.8571428571428571,0.8973214285714286,0.9142857142857143,0.9142857142857143,0.9196428571428571,0.9196428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0625,0.1428571428571429,0.10267857142857145,2.2857142857142865,2.2857142857142865,1.0803571428571428,1.0803571428571428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04,0.047619047619047616,0.04380952380952381,1.1904761904761905,1.1904761904761905,1.0076190476190476,1.0076190476190476
SVM,,2,0.9850746268656716,0.9523809523809523,1.0,0.9761904761904762,0.9654623389144751,0.5547785547785549,0.5547785547785549,0.8297682709447416,0.9705882352941176,1.0,0.9852941176470589,1.0303030303030303,1.0303030303030303,1.0294117647058822,1.0294117647058822,0.9285714285714286,1.0,0.9642857142857143,1.0769230769230769,1.0769230769230769,1.0714285714285714,1.0714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0714285714285714,0.0,0.0357142857142857,0.0,1.0,0.9285714285714286,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.047619047619047616,0.0,0.023809523809523808,0.0,1.0,0.9523809523809523,0.9523809523809523
SVM,,3,1.0,1.0,1.0,1.0,1.0,0.32653061224489793,0.32653061224489793,0.7053571428571428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,4,0.9850746268656716,0.9545454545454546,1.0,0.9772727272727273,0.9663304126452619,0.806366047745358,0.806366047745358,0.9337568058076224,0.9736842105263158,1.0,0.986842105263158,1.027027027027027,1.027027027027027,1.026315789473684,1.026315789473684,0.9285714285714286,1.0,0.9642857142857143,1.0769230769230769,1.0769230769230769,1.0714285714285714,1.0714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0714285714285714,0.0,0.0357142857142857,0.0,1.0,0.9285714285714286,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04,0.0,0.02,0.0,1.0,0.96,0.96
SVM,,5,0.9701492537313433,0.9090909090909091,1.0,0.9545454545454546,0.9329556203566843,0.3870967741935484,0.3870967741935484,0.7446236559139785,0.9722222222222222,0.967741935483871,0.9699820788530467,0.9953917050691244,0.9953917050691244,0.9955197132616488,0.9955197132616488,0.9375,0.8333333333333334,0.8854166666666667,0.888888888888889,0.888888888888889,0.8958333333333334,0.8958333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0625,0.16666666666666663,0.11458333333333331,2.666666666666666,2.666666666666666,1.1041666666666665,1.1041666666666665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.047619047619047616,0.038461538461538464,0.04304029304029304,0.8076923076923078,0.8076923076923078,0.9908424908424909,0.9908424908424909
SVM,,6,1.0,1.0,1.0,1.0,1.0,0.4755244755244756,0.4755244755244756,0.7994652406417113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,7,1.0,1.0,1.0,1.0,1.0,0.6554621848739496,0.6554621848739496,0.8498168498168498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
SVM,,8,0.9552238805970149,0.8846153846153846,1.0,0.9423076923076923,0.90791007225424,0.7465437788018433,0.7465437788018433,0.9014336917562724,0.9444444444444444,0.967741935483871,0.9560931899641577,1.0246679316888045,1.0246679316888045,1.0232974910394266,1.0232974910394266,0.875,0.9,0.8875,1.0285714285714287,1.0285714285714287,1.025,1.025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.125,0.09999999999999998,0.11249999999999999,0.7999999999999998,0.7999999999999998,0.975,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.045454545454545456,0.06818181818181818,0.5,0.5,0.9545454545454546,0.9545454545454546
SVM,,9,1.0,1.0,1.0,1.0,1.0,0.5039787798408488,0.5039787798408488,0.8303085299455535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
