Algorithms,Acc,Acc_SD,BCR,BCR_SD,MCC,MCC_SD,DI,DI_SD,CV,CV_SD,Run Time
SVM,0.725588235294,0.0204215945139,0.6716176470588237,0.0107875440795,0.258955716874,0.0397767378706,0.9646324328327843,0.0323881697974,1.0317002978660559,0.0291091549124,0:00:00.033099
NB,0.714411764706,0.0296592528611,0.6942647058823529,0.00949526379845,0.35169336859,0.046848700963,0.8255545781734981,0.0469927671308,1.1193880130680143,0.028263926743,0:00:00.001213
LR,0.763529411765,0.0172604714719,0.6782352941176469,0.00849384063423,0.403630313013,0.0503304493409,0.8972726916677327,0.0353956462395,1.0830300028950413,0.0289320841642,0:00:00.003614
