Algorithms,Acc,Acc_SD,BCR,BCR_SD,MCC,MCC_SD,DI,DI_SD,CV,CV_SD,Run Time
Feldman SVM,0.703592814371,0.0285924224822,0.7040419161676646,0.00898328334651,0.253571531668,0.0622561613676,1.015120267309443,0.0349887413634,0.9894296099552495,0.0257919532548,0:00:13.579670
Feldman DT,0.715868263473,0.0125926591885,0.7043413173652694,0.00775703377726,0.280100061143,0.0525186133973,1.0333269278596762,0.0315746585567,0.9747246935534818,0.0239524114125,0:00:13.618306
