Algorithms,Acc,Acc_SD,BCR,BCR_SD,MCC,MCC_SD,DI,DI_SD,CV,CV_SD,Run Time
Zafar Unconstrained,0.47,0.0556776436283,0.7112499999999999,0.0342098304585,0.0,0.0,1.0,0.0,1.0,0.0,0:00:00.000625
Zafar w Acc Constraint,0.525,0.0642261628933,0.70625,0.02971216081,0.0658391936143,0.120183611261,0.9519281523795368,0.0968277853909,1.0467680095700351,0.067726395124,0:00:00.038692
Zafar w Fair Constraint,0.5,0.0813941029805,0.6812500000000001,0.0367636029246,0.0170696748544,0.174405556649,0.9098486817246408,0.102724203396,1.0789119159707394,0.0853843262175,0:00:00.012048
Zafar No Pos Misclass,0.4725,0.0825,0.7,0.0216506350946,0.0415957705105,0.0807091534408,0.9700166706358656,0.0467421888935,1.0299833293641343,0.0467421888935,0:00:00.438797
