Algorithms,Acc,Acc_SD,BCR,BCR_SD,MCC,MCC_SD,DI,DI_SD,CV,CV_SD,Run Time
Feldman SVM,0.5425,0.0922293337285,0.7537499999999999,0.027978786607,0.0400797916013,0.161756105814,1.0843512998741758,0.285791279719,0.9699606159583277,0.0893134288372,0:00:05.635063
Feldman DT,0.5175,0.0652399417535,0.72875,0.0422233643851,0.0383670907977,0.193375341797,0.8957171635890171,0.251196335367,1.0735448192158719,0.138958338653,0:00:05.665913
