algorithm,params,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,privileged-accuracy,non-privileged-accuracy,sensitive-attr-accuracy,non-privileged-accuracy_over_privileged-accuracy,sensitive-attr-accuracyRatio,diff:privileged-accuracytonon-privileged-accuracy,sensitive-attr-accuracyDiff,privileged-TPR,non-privileged-TPR,sensitive-attr-TPR,non-privileged-TPR_over_privileged-TPR,sensitive-attr-TPRRatio,diff:privileged-TPRtonon-privileged-TPR,sensitive-attr-TPRDiff,privileged-TNR,non-privileged-TNR,sensitive-attr-TNR,non-privileged-TNR_over_privileged-TNR,sensitive-attr-TNRRatio,diff:privileged-TNRtonon-privileged-TNR,sensitive-attr-TNRDiff,privileged-FPR,non-privileged-FPR,sensitive-attr-FPR,non-privileged-FPR_over_privileged-FPR,sensitive-attr-FPRRatio,diff:privileged-FPRtonon-privileged-FPR,sensitive-attr-FPRDiff,privileged-FNR,non-privileged-FNR,sensitive-attr-FNR,non-privileged-FNR_over_privileged-FNR,sensitive-attr-FNRRatio,diff:privileged-FNRtonon-privileged-FNR,sensitive-attr-FNRDiff,privileged-calibration+,non-privileged-calibration+,sensitive-attr-calibration+,non-privileged-calibration+_over_privileged-calibration+,sensitive-attr-calibration+Ratio,diff:privileged-calibration+tonon-privileged-calibration+,sensitive-attr-calibration+Diff,privileged-calibration-,non-privileged-calibration-,sensitive-attr-calibration-,non-privileged-calibration-_over_privileged-calibration-,sensitive-attr-calibration-Ratio,diff:privileged-calibration-tonon-privileged-calibration-,sensitive-attr-calibration-Diff
Feldman-GaussianNB-DIavgall,lambda=1.0,0.8208955223880597,0.7608695652173914,0.9523809523809523,0.8566252587991718,0.6635880573663636,0.9786184210526316,0.9786184210526316,0.9883928571428572,0.6857142857142857,0.96875,0.8272321428571429,1.4127604166666667,1.4127604166666667,1.2830357142857143,1.2830357142857143,0.6333333333333333,1.0,0.8166666666666667,1.5789473684210527,1.5789473684210527,1.3666666666666667,1.3666666666666667,1.0,0.9375,0.96875,0.9375,0.9375,0.9375,0.9375,0.0,0.0625,0.03125,0.0,1.0,1.0625,1.0625,0.3666666666666667,0.0,0.18333333333333335,0.0,1.0,0.6333333333333333,0.6333333333333333,1.0,0.9411764705882353,0.9705882352941176,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.6875,0.0,0.34375,0.0,1.0,0.3125,0.3125
Feldman-GaussianNB-DIavgall,lambda=1.0,0.9104477611940298,0.8863636363636364,0.9565217391304348,0.9214426877470356,0.8159187194543126,1.009090909090909,1.009090909090909,1.0054054054054054,0.8648648648648649,0.9666666666666667,0.9157657657657658,1.1177083333333333,1.1177083333333333,1.1018018018018019,1.1018018018018019,0.8148148148148148,1.0,0.9074074074074074,1.2272727272727273,1.2272727272727273,1.1851851851851851,1.1851851851851851,1.0,0.9230769230769231,0.9615384615384616,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.0,0.07692307692307687,0.038461538461538436,0.0,1.0,1.0769230769230769,1.0769230769230769,0.18518518518518523,0.0,0.09259259259259262,0.0,1.0,0.8148148148148148,0.8148148148148148,1.0,0.9444444444444444,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.3333333333333333,0.0,0.16666666666666666,0.0,1.0,0.6666666666666667,0.6666666666666667
Feldman-GaussianNB-DIavgall,lambda=1.0,0.8656716417910447,0.9047619047619048,0.8,0.8523809523809525,0.7108815151685566,1.0168067226890758,1.0168067226890758,1.0106951871657754,0.8787878787878788,0.8529411764705882,0.8658645276292335,0.9705882352941176,0.9705882352941176,0.9741532976827094,0.9741532976827094,0.84,1.0,0.9199999999999999,1.1904761904761905,1.1904761904761905,1.1600000000000001,1.1600000000000001,1.0,0.7058823529411765,0.8529411764705883,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.0,0.2941176470588235,0.14705882352941174,0.0,1.0,1.2941176470588234,1.2941176470588234,0.16000000000000003,0.0,0.08000000000000002,0.0,1.0,0.84,0.84,1.0,0.7727272727272727,0.8863636363636364,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.3333333333333333,0.0,0.16666666666666666,0.0,1.0,0.6666666666666667,0.6666666666666667
Feldman-GaussianNB-DIavgall,lambda=1.0,0.8805970149253731,0.8604651162790697,0.9166666666666666,0.8885658914728682,0.7554803980231012,0.9787878787878789,0.9787878787878789,0.9875222816399287,0.8235294117647058,0.9393939393939394,0.8814616755793226,1.1406926406926408,1.1406926406926408,1.1158645276292336,1.1158645276292336,0.7692307692307693,1.0,0.8846153846153846,1.2999999999999998,1.2999999999999998,1.2307692307692308,1.2307692307692308,1.0,0.875,0.9375,0.875,0.875,0.875,0.875,0.0,0.125,0.0625,0.0,1.0,1.125,1.125,0.23076923076923073,0.0,0.11538461538461536,0.0,1.0,0.7692307692307693,0.7692307692307693,1.0,0.8947368421052632,0.9473684210526316,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.42857142857142855,0.0,0.21428571428571427,0.0,1.0,0.5714285714285714,0.5714285714285714
Feldman-GaussianNB-DIavgall,lambda=1.0,0.9701492537313433,0.975609756097561,0.9615384615384616,0.9685741088180113,0.9371482176360224,1.008116883116883,1.008116883116883,1.0049407114624507,0.9565217391304348,0.9772727272727273,0.966897233201581,1.021694214876033,1.021694214876033,1.0207509881422925,1.0207509881422925,0.9333333333333333,1.0,0.9666666666666667,1.0714285714285714,1.0714285714285714,1.0666666666666667,1.0666666666666667,1.0,0.9444444444444444,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.0,0.05555555555555558,0.02777777777777779,0.0,1.0,1.0555555555555556,1.0555555555555556,0.06666666666666665,0.0,0.033333333333333326,0.0,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9629629629629629,0.9814814814814814,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.1111111111111111,0.0,0.05555555555555555,0.0,1.0,0.8888888888888888,0.8888888888888888
Feldman-GaussianNB-DIavgall,lambda=1.0,0.8955223880597015,0.9761904761904762,0.76,0.868095238095238,0.7780740256961538,0.994736842105263,0.994736842105263,0.9962962962962962,0.9629629629629629,0.85,0.9064814814814814,0.8826923076923077,0.8826923076923077,0.8870370370370371,0.8870370370370371,0.95,1.0,0.975,1.0526315789473684,1.0526315789473684,1.05,1.05,1.0,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.33333333333333337,0.16666666666666669,0.0,1.0,1.3333333333333335,1.3333333333333335,0.050000000000000044,0.0,0.025000000000000022,0.0,1.0,0.95,0.95,1.0,0.7857142857142857,0.8928571428571428,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.125,0.0,0.0625,0.0,1.0,0.875,0.875
Feldman-GaussianNB-accuracy,lambda=1.0,0.8507462686567164,1.0,0.6666666666666666,0.8333333333333333,0.7244464749279005,1.003861003861004,1.003861003861004,1.002702702702703,0.8,0.8918918918918919,0.845945945945946,1.1148648648648647,1.1148648648648647,1.0918918918918918,1.0918918918918918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7333333333333333,0.6666666666666666,1.222222222222222,1.222222222222222,1.1333333333333333,1.1333333333333333,0.4,0.2666666666666667,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.8666666666666667,0.8666666666666667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.8461538461538461,0.7802197802197802,1.1846153846153846,1.1846153846153846,1.1318681318681318,1.1318681318681318,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-GaussianNB-accuracy,lambda=1.0,0.9104477611940298,0.9285714285714286,0.88,0.9042857142857144,0.8085714285714285,1.0175438596491226,1.0175438596491226,1.010889292196007,0.896551724137931,0.9210526315789473,0.9088021778584392,1.027327935222672,1.027327935222672,1.0245009074410163,1.0245009074410163,0.8571428571428571,1.0,0.9285714285714286,1.1666666666666667,1.1666666666666667,1.1428571428571428,1.1428571428571428,1.0,0.8235294117647058,0.9117647058823529,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0,0.17647058823529416,0.08823529411764708,0.0,1.0,1.1764705882352942,1.1764705882352942,0.1428571428571429,0.0,0.07142857142857145,0.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.875,0.9375,0.875,0.875,0.875,0.875,0.2727272727272727,0.0,0.13636363636363635,0.0,1.0,0.7272727272727273,0.7272727272727273
Feldman-GaussianNB-accuracy,lambda=1.0,0.9552238805970149,1.0,0.8695652173913043,0.9347826086956521,0.9022533206251407,0.9961538461538461,0.9961538461538461,0.9972972972972972,0.972972972972973,0.9333333333333333,0.9531531531531532,0.9592592592592593,0.9592592592592593,0.9603603603603603,0.9603603603603603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.8181818181818182,0.8674242424242424,0.8925619834710745,0.8925619834710745,0.9015151515151516,0.9015151515151516,0.08333333333333337,0.18181818181818177,0.13257575757575757,2.1818181818181803,2.1818181818181803,1.0984848484848484,1.0984848484848484,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.9047619047619048,0.9331501831501832,0.940952380952381,0.940952380952381,0.9432234432234432,0.9432234432234432,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-GaussianNB-accuracy,lambda=1.0,0.8656716417910447,0.8043478260869565,1.0,0.9021739130434783,0.7503622313662044,0.9496753246753247,0.9496753246753247,0.9716117216117216,0.7692307692307693,1.0,0.8846153846153846,1.2999999999999998,1.2999999999999998,1.2307692307692308,1.2307692307692308,0.7096774193548387,1.0,0.8548387096774194,1.409090909090909,1.409090909090909,1.2903225806451613,1.2903225806451613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.29032258064516125,0.0,0.14516129032258063,0.0,1.0,0.7096774193548387,0.7096774193548387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5294117647058824,0.0,0.2647058823529412,0.0,1.0,0.47058823529411764,0.47058823529411764
Feldman-GaussianNB-accuracy,lambda=1.0,0.8507462686567164,0.782608695652174,1.0,0.8913043478260869,0.7281169395776066,0.875,0.875,0.9285714285714286,0.7142857142857143,1.0,0.8571428571428572,1.4,1.4,1.2857142857142856,1.2857142857142856,0.6666666666666666,1.0,0.8333333333333333,1.5,1.5,1.3333333333333335,1.3333333333333335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,0.0,0.16666666666666669,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.33333333333333337,0.33333333333333337
Feldman-GaussianNB-accuracy,lambda=1.0,0.9104477611940298,0.8863636363636364,0.9565217391304348,0.9214426877470356,0.8159187194543126,1.009090909090909,1.009090909090909,1.0054054054054054,0.8648648648648649,0.9666666666666667,0.9157657657657658,1.1177083333333333,1.1177083333333333,1.1018018018018019,1.1018018018018019,0.8148148148148148,1.0,0.9074074074074074,1.2272727272727273,1.2272727272727273,1.1851851851851851,1.1851851851851851,1.0,0.9230769230769231,0.9615384615384616,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.0,0.07692307692307687,0.038461538461538436,0.0,1.0,1.0769230769230769,1.0769230769230769,0.18518518518518523,0.0,0.09259259259259262,0.0,1.0,0.8148148148148148,0.8148148148148148,1.0,0.9444444444444444,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.3333333333333333,0.0,0.16666666666666666,0.0,1.0,0.6666666666666667,0.6666666666666667
Feldman-GaussianNB-accuracy,lambda=1.0,0.8805970149253731,0.8809523809523809,0.88,0.8804761904761904,0.7503091661423164,0.9705882352941176,0.9705882352941176,0.982174688057041,0.8484848484848485,0.9117647058823529,0.8801247771836007,1.074579831932773,1.074579831932773,1.0632798573975044,1.0632798573975044,0.8,1.0,0.9,1.25,1.25,1.2,1.2,1.0,0.8235294117647058,0.9117647058823529,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0,0.17647058823529416,0.08823529411764708,0.0,1.0,1.1764705882352942,1.1764705882352942,0.19999999999999996,0.0,0.09999999999999998,0.0,1.0,0.8,0.8,1.0,0.85,0.925,0.85,0.85,0.85,0.85,0.38461538461538464,0.0,0.19230769230769232,0.0,1.0,0.6153846153846154,0.6153846153846154
Feldman-GaussianNB-accuracy,lambda=1.0,0.8955223880597015,0.8372093023255814,1.0,0.9186046511627908,0.8050851138296669,0.9218500797448166,0.9218500797448166,0.9563279857397504,0.7941176470588235,1.0,0.8970588235294117,1.2592592592592593,1.2592592592592593,1.2058823529411766,1.2058823529411766,0.7307692307692307,1.0,0.8653846153846154,1.368421052631579,1.368421052631579,1.2692307692307692,1.2692307692307692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2692307692307693,0.0,0.13461538461538464,0.0,1.0,0.7307692307692307,0.7307692307692307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,0.0,0.23333333333333334,0.0,1.0,0.5333333333333333,0.5333333333333333
Feldman-GaussianNB-accuracy,lambda=1.0,0.9701492537313433,0.975609756097561,0.9615384615384616,0.9685741088180113,0.9371482176360224,1.008116883116883,1.008116883116883,1.0049407114624507,0.9565217391304348,0.9772727272727273,0.966897233201581,1.021694214876033,1.021694214876033,1.0207509881422925,1.0207509881422925,0.9333333333333333,1.0,0.9666666666666667,1.0714285714285714,1.0714285714285714,1.0666666666666667,1.0666666666666667,1.0,0.9444444444444444,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.0,0.05555555555555558,0.02777777777777779,0.0,1.0,1.0555555555555556,1.0555555555555556,0.06666666666666665,0.0,0.033333333333333326,0.0,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9629629629629629,0.9814814814814814,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.1111111111111111,0.0,0.05555555555555555,0.0,1.0,0.8888888888888888,0.8888888888888888
Feldman-GaussianNB-accuracy,lambda=1.0,0.8955223880597015,0.9761904761904762,0.76,0.868095238095238,0.7780740256961538,0.994736842105263,0.994736842105263,0.9962962962962962,0.9629629629629629,0.85,0.9064814814814814,0.8826923076923077,0.8826923076923077,0.8870370370370371,0.8870370370370371,0.95,1.0,0.975,1.0526315789473684,1.0526315789473684,1.05,1.05,1.0,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.33333333333333337,0.16666666666666669,0.0,1.0,1.3333333333333335,1.3333333333333335,0.050000000000000044,0.0,0.025000000000000022,0.0,1.0,0.95,0.95,1.0,0.7857142857142857,0.8928571428571428,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.125,0.0,0.0625,0.0,1.0,0.875,0.875
