Algorithms,Acc,Acc_SD,BCR,BCR_SD,MCC,MCC_SD,DI,DI_SD,CV,CV_SD,Run Time
Kamishima Acc/DI,0.912381454162,0.0,0.682718651211802,0.0,0.0154690506912,0.0,1.0002708605377757,0.0,0.9997292518711459,0.0,5:30:15.533658
Kamishima Acc,0.909430979979,0.0,0.6811380400421496,0.0,-0.0056010108511,0.0,0.9995836287215917,0.0,1.000416302468083,0.0,5:26:10.539849
Kamishima DI,0.905848261328,0.0,0.6816912539515279,0.0,0.00129464625596,0.0,0.9996060928215176,0.0,1.000393776767233,0.0,5:26:26.253735
