Algorithms,Acc,Acc_SD,BCR,BCR_SD,MCC,MCC_SD,DI,DI_SD,CV,CV_SD,Run Time
Feldman SVM,0.910442571128,0.00100432055279,0.6818414120126448,0.00165792851511,0.0,0.0,1.0,0.0,1.0,0.0,0:07:11.569217
Feldman DT,0.910036880927,0.00178487794187,0.6830426765015807,0.00145792043879,0.0,0.0,1.0,0.0,1.0,0.0,0:07:14.092131
