Algorithms,Acc,Acc_SD,BCR,BCR_SD,MCC,MCC_SD,DI,DI_SD,CV,CV_SD,Run Time
Feldman SVM,0.782186194549,0.00342373495013,0.828103242490551,0.00123114220208,0.294600741801,0.0127081179156,0.9377305123777797,0.0594008783047,1.0029223786224941,0.00275346072386,0:55:53.142397
Feldman DT,0.781569524567,0.00219019474663,0.829465884225184,0.00169458776236,0.294124003854,0.0129508674558,0.9187120914934221,0.0385991624438,1.0036007185642337,0.00162922317548,0:54:25.574690
