algorithm,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,W-accuracy,B-accuracy,H-accuracy,Race-accuracy,B-accuracy_over_W-accuracy,H-accuracy_over_W-accuracy,Race-accuracyRatio,diff:W-accuracytoB-accuracy,diff:W-accuracytoH-accuracy,Race-accuracyDiff,W-TPR,B-TPR,H-TPR,Race-TPR,B-TPR_over_W-TPR,H-TPR_over_W-TPR,Race-TPRRatio,diff:W-TPRtoB-TPR,diff:W-TPRtoH-TPR,Race-TPRDiff,W-TNR,B-TNR,H-TNR,Race-TNR,B-TNR_over_W-TNR,H-TNR_over_W-TNR,Race-TNRRatio,diff:W-TNRtoB-TNR,diff:W-TNRtoH-TNR,Race-TNRDiff,W-FPR,B-FPR,H-FPR,Race-FPR,B-FPR_over_W-FPR,H-FPR_over_W-FPR,Race-FPRRatio,diff:W-FPRtoB-FPR,diff:W-FPRtoH-FPR,Race-FPRDiff,W-FNR,B-FNR,H-FNR,Race-FNR,B-FNR_over_W-FNR,H-FNR_over_W-FNR,Race-FNRRatio,diff:W-FNRtoB-FNR,diff:W-FNRtoH-FNR,Race-FNRDiff,W-calibration+,B-calibration+,H-calibration+,Race-calibration+,B-calibration+_over_W-calibration+,H-calibration+_over_W-calibration+,Race-calibration+Ratio,diff:W-calibration+toB-calibration+,diff:W-calibration+toH-calibration+,Race-calibration+Diff,W-calibration-,B-calibration-,H-calibration-,Race-calibration-,B-calibration-_over_W-calibration-,H-calibration-_over_W-calibration-,Race-calibration-Ratio,diff:W-calibration-toB-calibration-,diff:W-calibration-toH-calibration-,Race-calibration-Diff
Feldman-SVM-accuracy,lambda=0.0,0,0.65,1.0,0.48148148148148145,0.7407407407407407,0.48148148148148145,0.6501547987616099,0.6457219251336899,0.7167919799498746,0.6190476190476191,0.75,0.6363636363636364,0.6684704184704184,1.2115384615384615,1.027972027972028,1.1197552447552446,1.130952380952381,1.0173160173160172,1.074134199134199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.5185185185185185,2.0,1.6666666666666667,1.8333333333333335,1.3333333333333333,1.2222222222222223,1.2777777777777777,0.6666666666666667,0.33333333333333337,0.4444444444444444,0.48148148148148145,0.5,0.6666666666666665,0.5833333333333333,0.6666666666666666,0.7777777777777777,0.7222222222222221,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5294117647058824,0.5,0.3333333333333333,0.45424836601307184,0.9444444444444444,0.6296296296296295,0.787037037037037,0.9705882352941176,0.803921568627451,0.8872549019607843,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-accuracy,lambda=0.05,0,0.625,1.0,0.4444444444444444,0.7222222222222222,0.4542567625794979,0.7151702786377709,0.7018716577540107,0.7694235588972431,0.6190476190476191,0.75,0.5454545454545454,0.6381673881673882,1.2115384615384615,0.881118881118881,1.0463286713286712,1.130952380952381,0.9264069264069263,1.0286796536796536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.48148148148148145,2.0,1.3333333333333333,1.6666666666666665,1.3333333333333333,1.1111111111111112,1.2222222222222223,0.6666666666666667,0.33333333333333337,0.5555555555555556,0.5185185185185185,0.5,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.7777777777777777,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5294117647058824,0.5,0.2857142857142857,0.43837535014005596,0.9444444444444444,0.5396825396825397,0.7420634920634921,0.9705882352941176,0.7563025210084033,0.8634453781512605,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-accuracy,lambda=0.1,0,0.625,1.0,0.4444444444444444,0.7222222222222222,0.4542567625794979,0.7151702786377709,0.722927807486631,0.7694235588972431,0.6190476190476191,0.625,0.6363636363636364,0.6268037518037518,1.0096153846153846,1.027972027972028,1.0187937062937062,1.005952380952381,1.0173160173160172,1.011634199134199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5555555555555556,0.46296296296296297,1.5,1.6666666666666667,1.5833333333333335,1.1666666666666667,1.2222222222222223,1.1944444444444446,0.6666666666666667,0.5,0.4444444444444444,0.5370370370370371,0.7499999999999999,0.6666666666666665,0.7083333333333333,0.8333333333333333,0.7777777777777777,0.8055555555555555,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5294117647058824,0.4,0.3333333333333333,0.42091503267973857,0.7555555555555555,0.6296296296296295,0.6925925925925925,0.8705882352941177,0.803921568627451,0.8372549019607843,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-accuracy,lambda=0.15,0,0.625,1.0,0.4444444444444444,0.7222222222222222,0.4542567625794979,0.8289473684210527,0.8501420454545454,0.8696741854636592,0.6666666666666666,0.5,0.6363636363636364,0.6010101010101009,0.75,0.9545454545454546,0.8522727272727273,0.8333333333333334,0.9696969696969697,0.9015151515151516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.3333333333333333,0.5555555555555556,0.4351851851851852,0.7999999999999999,1.3333333333333333,1.0666666666666667,0.9166666666666666,1.1388888888888888,1.0277777777777777,0.5833333333333333,0.6666666666666667,0.4444444444444444,0.5648148148148148,1.1428571428571432,0.761904761904762,0.9523809523809526,1.0833333333333335,0.8611111111111112,0.9722222222222223,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5625,0.3333333333333333,0.3333333333333333,0.40972222222222215,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.7708333333333333,0.7708333333333333,0.7708333333333333,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-accuracy,lambda=0.2,0,0.6,1.0,0.4074074074074074,0.7037037037037037,0.42735337458459105,0.8980263157894738,0.9098011363636364,0.9223057644110276,0.6666666666666666,0.5,0.5454545454545454,0.5707070707070706,0.75,0.8181818181818181,0.7840909090909091,0.8333333333333334,0.8787878787878788,0.8560606060606061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.3333333333333333,0.4444444444444444,0.39814814814814814,0.7999999999999999,1.0666666666666667,0.9333333333333333,0.9166666666666666,1.0277777777777777,0.9722222222222221,0.5833333333333333,0.6666666666666667,0.5555555555555556,0.6018518518518519,1.1428571428571432,0.9523809523809526,1.047619047619048,1.0833333333333335,0.9722222222222223,1.027777777777778,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5625,0.3333333333333333,0.2857142857142857,0.39384920634920634,0.5925925925925926,0.5079365079365079,0.5502645502645502,0.7708333333333333,0.7232142857142857,0.7470238095238095,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-accuracy,lambda=0.25,0,0.65,1.0,0.48148148148148145,0.7407407407407407,0.48148148148148145,1.0263157894736843,1.0397727272727273,1.0175438596491229,0.7619047619047619,0.5,0.5454545454545454,0.6024531024531025,0.65625,0.7159090909090909,0.6860795454545454,0.7380952380952381,0.7835497835497836,0.7608225108225108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,0.3333333333333333,0.4444444444444444,0.4537037037037037,0.5714285714285714,0.7619047619047619,0.6666666666666666,0.75,0.861111111111111,0.8055555555555556,0.41666666666666663,0.6666666666666667,0.5555555555555556,0.5462962962962964,1.6000000000000003,1.3333333333333335,1.4666666666666668,1.25,1.1388888888888888,1.1944444444444444,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6428571428571429,0.3333333333333333,0.2857142857142857,0.42063492063492064,0.5185185185185185,0.44444444444444436,0.4814814814814814,0.6904761904761905,0.6428571428571428,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-accuracy,lambda=0.3,0,0.65,1.0,0.48148148148148145,0.7407407407407407,0.48148148148148145,1.1902834008097165,1.2207167832167831,1.117794486215539,0.8095238095238095,0.375,0.5454545454545454,0.5766594516594516,0.4632352941176471,0.6737967914438502,0.5685160427807486,0.5654761904761905,0.7359307359307359,0.6507034632034632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.16666666666666666,0.4444444444444444,0.4259259259259259,0.25,0.6666666666666666,0.4583333333333333,0.5,0.7777777777777778,0.6388888888888888,0.33333333333333337,0.8333333333333334,0.5555555555555556,0.5740740740740741,2.5,1.6666666666666665,2.083333333333333,1.5,1.2222222222222223,1.3611111111111112,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6923076923076923,0.2857142857142857,0.2857142857142857,0.42124542124542125,0.4126984126984127,0.4126984126984127,0.4126984126984127,0.5934065934065934,0.5934065934065934,0.5934065934065934,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-accuracy,lambda=0.35,0,0.675,1.0,0.5185185185185185,0.7592592592592593,0.5091750772173156,1.2894736842105263,1.3224431818181819,1.1654135338345863,0.8571428571428571,0.375,0.5454545454545454,0.5925324675324676,0.4375,0.6363636363636364,0.5369318181818181,0.5178571428571429,0.6883116883116883,0.6030844155844156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.16666666666666666,0.4444444444444444,0.4537037037037037,0.2222222222222222,0.5925925925925926,0.4074074074074074,0.41666666666666663,0.6944444444444444,0.5555555555555556,0.25,0.8333333333333334,0.5555555555555556,0.5462962962962964,3.3333333333333335,2.2222222222222223,2.7777777777777777,1.5833333333333335,1.3055555555555556,1.4444444444444446,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.2857142857142857,0.2857142857142857,0.4404761904761904,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.5357142857142857,0.5357142857142857,0.5357142857142857,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-accuracy,lambda=0.4,0,0.675,1.0,0.5185185185185185,0.7592592592592593,0.5091750772173156,1.2894736842105263,1.3224431818181819,1.1654135338345863,0.8571428571428571,0.375,0.5454545454545454,0.5925324675324676,0.4375,0.6363636363636364,0.5369318181818181,0.5178571428571429,0.6883116883116883,0.6030844155844156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.16666666666666666,0.4444444444444444,0.4537037037037037,0.2222222222222222,0.5925925925925926,0.4074074074074074,0.41666666666666663,0.6944444444444444,0.5555555555555556,0.25,0.8333333333333334,0.5555555555555556,0.5462962962962964,3.3333333333333335,2.2222222222222223,2.7777777777777777,1.5833333333333335,1.3055555555555556,1.4444444444444446,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.2857142857142857,0.2857142857142857,0.4404761904761904,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.5357142857142857,0.5357142857142857,0.5357142857142857,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM-accuracy,lambda=0.45,0,0.7,1.0,0.5555555555555556,0.7777777777777778,0.5374838498865699,1.1973684210526316,1.2428977272727273,1.1127819548872182,0.8571428571428571,0.375,0.6363636363636364,0.6228354978354979,0.4375,0.7424242424242424,0.5899621212121212,0.5178571428571429,0.7792207792207793,0.6485389610389611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.16666666666666666,0.5555555555555556,0.49074074074074076,0.2222222222222222,0.7407407407407408,0.4814814814814815,0.41666666666666663,0.8055555555555556,0.6111111111111112,0.25,0.8333333333333334,0.4444444444444444,0.5092592592592593,3.3333333333333335,1.7777777777777777,2.5555555555555554,1.5833333333333335,1.1944444444444444,1.3888888888888888,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.2857142857142857,0.3333333333333333,0.4563492063492063,0.38095238095238093,0.4444444444444444,0.4126984126984127,0.5357142857142857,0.5833333333333333,0.5595238095238095,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
