Algorithms,Acc,Acc_SD,BCR,BCR_SD,MCC,MCC_SD,DI,DI_SD,CV,CV_SD,Run Time
SVM,0.908224446786,0.0018296062652,0.683427291886196,0.00134967545649,-0.00212125878867,0.00402469512825,0.9997962517927823,0.000968903665362,1.0002037440214284,0.000966812744877,0:05:49.377471
NB,0.910100105374,0.00214832007165,0.6831375131717599,0.00142291344927,-0.000797397262751,0.00480852044064,0.9998282891271242,0.000184451715004,1.000171665375823,0.00018440686603,0:00:00.045922
LR,0.91009483667,0.00206492867184,0.6831454162276079,0.00143337798456,0.00402954548697,0.00664420492091,0.9998252156054116,0.000226943749873,1.0001747671698031,0.000226884944232,0:00:00.144686
