Algorithms,Acc,Acc_SD,BCR,BCR_SD,MCC,MCC_SD,DI,DI_SD,CV,CV_SD,Run Time
Kamishima Acc/DI,0.249712335446,0.00324026358669,0.6624622135543636,0.00210846110323,0.0,0.0,1.0,0.0,1.0,0.0,4:10:50.724472
Kamishima Acc,0.805119453925,0.0032637870251,0.7971769868356899,0.00261487344889,0.413958302732,0.00795816714933,0.49345191321687587,0.0229231806114,1.0802110776427516,0.00455004421139,0:08:09.125580
Kamishima DI,0.250180399805,0.00524186950996,0.662213554363725,0.00143115668914,0.0,0.0,1.0,0.0,1.0,0.0,0:08:05.414857
