algorithm,params,accuracy,MCC,DisparateImpact
SVM,{},0.687687687688,-0.0516529460652,1.0086580086580086
SVM,{},0.657657657658,-0.0553367788688,1.0096618357487923
SVM,{},0.651651651652,-0.0784955291017,1.001425352889788
SVM,{},0.708708708709,-0.0437220114886,1.0040635080222864
SVM,{},0.696696696697,-0.0255464618476,0.9780564263322884
SVM,{},0.66966966967,-0.0538544530638,0.9940258154543868
SVM,{},0.684684684685,-0.088107203579,1.0113132209405502
SVM,{},0.693693693694,-0.0791549257701,0.9818181818181819
SVM,{},0.660660660661,-0.000606036120247,0.9848645440284902
SVM,{},0.726726726727,0.0,1.0
GaussianNB,{},0.708708708709,0.371727041889,0.938472222222222
GaussianNB,{},0.708708708709,0.37013842962,0.9056331246990853
GaussianNB,{},0.723723723724,0.437754450892,0.8298651702907023
GaussianNB,{},0.732732732733,0.375154066613,0.8883101509322284
GaussianNB,{},0.720720720721,0.392757649595,0.9389788293897883
GaussianNB,{},0.717717717718,0.414377335364,0.7826672335600907
GaussianNB,{},0.711711711712,0.364149365816,0.9721456150027579
GaussianNB,{},0.696696696697,0.345223712259,0.9130434782608695
GaussianNB,{},0.720720720721,0.402575387002,0.7741100323624596
GaussianNB,{},0.72972972973,0.40136278196,0.8078983805911745
LR,{},0.747747747748,0.379060671752,0.9111731843575419
LR,{},0.741741741742,0.377393440697,0.9438709677419354
LR,{},0.738738738739,0.383270705675,0.9150419473000119
LR,{},0.735735735736,0.334733813051,0.8998425709787743
LR,{},0.747747747748,0.371734441938,1.0110352075669995
LR,{},0.753753753754,0.406226448593,0.9172521467603435
LR,{},0.750750750751,0.372408632125,0.9725056689342404
LR,{},0.747747747748,0.363987555072,0.9069767441860466
LR,{},0.723723723724,0.341667725768,0.844922592495408
LR,{},0.756756756757,0.373080141474,0.8715785140975508
DecisionTree,{},0.684684684685,0.239789713459,1.0386746987951807
DecisionTree,{},0.678678678679,0.245122169275,1.0024773350200296
DecisionTree,{},0.708708708709,0.334955198838,0.9814233385661957
DecisionTree,{},0.654654654655,0.150782605399,1.0340676678548473
DecisionTree,{},0.666666666667,0.22359160646,0.9873417721518987
DecisionTree,{},0.651651651652,0.197532647408,0.9504106520657043
