algorithm,params,accuracy,MCC,DisparateImpact
DecisionTree,{},0.660660660661,0.246465149404,1.0584095707248415
DecisionTree,{},0.63963963964,0.178858148609,0.9793103448275863
DecisionTree,{},0.663663663664,0.236718041024,0.7312780332708794
DecisionTree,{},0.708708708709,0.31434207425,0.9866060751016503
Kamishima,{'eta': 1.0},0.693693693694,0.0,1.0
Kamishima,{'eta': 1.0},0.663663663664,0.0,1.0
Kamishima,{'eta': 1.0},0.663663663664,0.0,1.0
Kamishima,{'eta': 1.0},0.723723723724,0.0,1.0
Kamishima,{'eta': 1.0},0.705705705706,0.0,1.0
Kamishima,{'eta': 1.0},0.675675675676,0.0,1.0
Kamishima,{'eta': 1.0},0.702702702703,0.0,1.0
Kamishima,{'eta': 1.0},0.708708708709,0.0,1.0
Kamishima,{'eta': 1.0},0.663663663664,0.0,1.0
Kamishima,{'eta': 1.0},0.726726726727,0.0,1.0
Kamishima-accuracy,{'eta': 1.0},0.693693693694,0.0,1.0
Kamishima-accuracy,{'eta': 1.0},0.663663663664,0.0,1.0
Kamishima-accuracy,{'eta': 1.0},0.663663663664,0.0,1.0
Kamishima-accuracy,{'eta': 1.0},0.723723723724,0.0,1.0
Kamishima-accuracy,{'eta': 1.0},0.705705705706,0.0,1.0
Kamishima-accuracy,{'eta': 1.0},0.675675675676,0.0,1.0
Kamishima-accuracy,{'eta': 1.0},0.702702702703,0.0,1.0
Kamishima-accuracy,{'eta': 1.0},0.708708708709,0.0,1.0
Kamishima-accuracy,{'eta': 1.0},0.663663663664,0.0,1.0
Kamishima-accuracy,{'eta': 1.0},0.726726726727,0.0,1.0
Kamishima-DisparateImpact,{'eta': 300.0},0.693693693694,0.0,1.0
Kamishima-DisparateImpact,{'eta': 300.0},0.663663663664,0.0,1.0
Kamishima-DisparateImpact,{'eta': 300.0},0.663663663664,0.0,1.0
Kamishima-DisparateImpact,{'eta': 300.0},0.723723723724,0.0,1.0
Kamishima-DisparateImpact,{'eta': 300.0},0.705705705706,0.0,1.0
Kamishima-DisparateImpact,{'eta': 300.0},0.675675675676,0.0,1.0
Kamishima-DisparateImpact,{'eta': 300.0},0.702702702703,0.0,1.0
Kamishima-DisparateImpact,{'eta': 300.0},0.708708708709,0.0,1.0
Kamishima-DisparateImpact,{'eta': 300.0},0.663663663664,0.0,1.0
Kamishima-DisparateImpact,{'eta': 300.0},0.726726726727,0.0,1.0
Feldman-SVM,{'lambda': 1.0},0.690690690691,0.00559036405698,0.9985714285714286
Feldman-SVM,{'lambda': 1.0},0.663663663664,0.0,1.0
Feldman-SVM,{'lambda': 1.0},0.651651651652,-0.028670549311,1.0028869435649097
Feldman-SVM,{'lambda': 1.0},0.723723723724,0.0551678278338,1.0042758105359293
Feldman-SVM,{'lambda': 1.0},0.6996996997,-0.0501972710586,1.0086206896551724
Feldman-SVM,{'lambda': 1.0},0.66966966967,0.0169841555122,0.9904614019520852
Feldman-SVM,{'lambda': 1.0},0.693693693694,-0.0262825539473,1.0069352416291193
Feldman-SVM,{'lambda': 1.0},0.708708708709,0.0,1.0
Feldman-SVM,{'lambda': 1.0},0.645645645646,-0.0507749428803,0.9869105409153952
Feldman-SVM,{'lambda': 1.0},0.720720720721,-0.00575844694754,1.0048529831572939
Feldman-GaussianNB,{'lambda': 1.0},0.702702702703,0.366870327957,0.9188732394366198
Feldman-GaussianNB,{'lambda': 1.0},0.693693693694,0.355929876598,0.8822454637096774
Feldman-GaussianNB,{'lambda': 1.0},0.711711711712,0.430986666518,0.8136788584549778
Feldman-GaussianNB,{'lambda': 1.0},0.741741741742,0.385146963338,0.8605504587155963
Feldman-GaussianNB,{'lambda': 1.0},0.720720720721,0.397222268575,0.952020202020202
Feldman-GaussianNB,{'lambda': 1.0},0.726726726727,0.424559047513,0.7353741496598639
Feldman-GaussianNB,{'lambda': 1.0},0.714714714715,0.373096110997,0.9559431880860452
Feldman-GaussianNB,{'lambda': 1.0},0.681681681682,0.343424973541,0.9147286821705427
Feldman-GaussianNB,{'lambda': 1.0},0.705705705706,0.385172364448,0.7598435814455231
Feldman-GaussianNB,{'lambda': 1.0},0.732732732733,0.405821870834,0.7839876462552712
Feldman-LR,{'lambda': 1.0},0.747747747748,0.381906861891,0.8851396648044694
Feldman-LR,{'lambda': 1.0},0.747747747748,0.395452858801,0.9158120454969234
Feldman-LR,{'lambda': 1.0},0.741741741742,0.393197775903,0.9105351170568562
Feldman-LR,{'lambda': 1.0},0.747747747748,0.344222275291,0.8823925776188256
Feldman-LR,{'lambda': 1.0},0.756756756757,0.395926641739,0.9400826446280992
Feldman-LR,{'lambda': 1.0},0.768768768769,0.437183496992,0.831945022907122
Feldman-LR,{'lambda': 1.0},0.768768768769,0.426810427279,0.9673585343228202
Feldman-LR,{'lambda': 1.0},0.747747747748,0.378082247382,0.9156626506024096
Feldman-LR,{'lambda': 1.0},0.711711711712,0.322930675503,0.8932038834951456
Feldman-LR,{'lambda': 1.0},0.75975975976,0.378826492341,0.8343868520859672
Feldman-DecisionTree,{'lambda': 1.0},0.684684684685,0.227644724059,0.8901123595505619
Feldman-DecisionTree,{'lambda': 1.0},0.660660660661,0.208555219607,0.9934308908352917
Feldman-DecisionTree,{'lambda': 1.0},0.663663663664,0.24993191819,1.0739644970414202
Feldman-DecisionTree,{'lambda': 1.0},0.702702702703,0.254063100746,0.996003827320313
Feldman-DecisionTree,{'lambda': 1.0},0.663663663664,0.185447479952,0.951048951048951
Feldman-DecisionTree,{'lambda': 1.0},0.678678678679,0.261574448042,0.8181272509003601
Feldman-DecisionTree,{'lambda': 1.0},0.651651651652,0.209413932271,1.1017650303364588
Feldman-DecisionTree,{'lambda': 1.0},0.633633633634,0.216149168488,0.8201438848920862
Feldman-DecisionTree,{'lambda': 1.0},0.636636636637,0.191445431555,0.8874782175753049
Feldman-DecisionTree,{'lambda': 1.0},0.687687687688,0.240402576593,1.0246856078248718
Feldman-SVM-DisparateImpact,{'lambda': 1.0},0.690690690691,0.00559036405698,0.9985714285714286
Feldman-SVM-DisparateImpact,{'lambda': 1.0},0.663663663664,0.0,1.0
Feldman-SVM-DisparateImpact,{'lambda': 1.0},0.651651651652,-0.028670549311,1.0028869435649097
Feldman-SVM-DisparateImpact,{'lambda': 1.0},0.723723723724,0.0551678278338,1.0042758105359293
Feldman-SVM-DisparateImpact,{'lambda': 1.0},0.6996996997,-0.0501972710586,1.0086206896551724
Feldman-SVM-DisparateImpact,{'lambda': 1.0},0.66966966967,0.0169841555122,0.9904614019520852
Feldman-SVM-DisparateImpact,{'lambda': 1.0},0.693693693694,-0.0262825539473,1.0069352416291193
Feldman-SVM-DisparateImpact,{'lambda': 1.0},0.708708708709,0.0,1.0
Feldman-SVM-DisparateImpact,{'lambda': 1.0},0.645645645646,-0.0507749428803,0.9869105409153952
Feldman-SVM-DisparateImpact,{'lambda': 1.0},0.720720720721,-0.00575844694754,1.0048529831572939
Feldman-SVM-accuracy,{'lambda': 0.7},0.684684684685,-0.0633574593125,1.0130434782608697
Feldman-SVM-accuracy,{'lambda': 0.7},0.663663663664,0.0,1.0
Feldman-SVM-accuracy,{'lambda': 0.7},0.657657657658,-0.0201495219792,1.001425352889788
Feldman-SVM-accuracy,{'lambda': 0.75},0.717717717718,0.0172843445422,0.9856781103408194
Feldman-SVM-accuracy,{'lambda': 0.95},0.705705705706,0.0497709177747,1.0173913043478262
Feldman-SVM-accuracy,{'lambda': 0.7},0.672672672673,0.00183493960854,0.9982920206709294
Feldman-SVM-accuracy,{'lambda': 0.85},0.708708708709,0.109210360701,0.9880003503547341
Feldman-SVM-accuracy,{'lambda': 0.75},0.711711711712,0.0856053865184,1.004524886877828
Feldman-SVM-accuracy,{'lambda': 0.7},0.660660660661,0.0381369627136,1.025977433744424
Feldman-SVM-accuracy,{'lambda': 0.75},0.714714714715,-0.0676153125453,1.0048529831572939
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.95},0.702702702703,0.366870327957,0.9188732394366198
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.9},0.696696696697,0.360658418876,0.8754063515878969
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.85},0.711711711712,0.430986666518,0.8136788584549778
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.9},0.735735735736,0.375329149752,0.8714435024968064
Feldman-GaussianNB-DisparateImpact,{'lambda': 1.0},0.720720720721,0.397222268575,0.952020202020202
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.75},0.720720720721,0.411522794602,0.7353741496598639
Feldman-GaussianNB-DisparateImpact,{'lambda': 1.0},0.714714714715,0.373096110997,0.9559431880860452
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.95},0.678678678679,0.334247545551,0.9076923076923077
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.85},0.708708708709,0.389892984371,0.7546032808838299
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.8},0.735735735736,0.415279254929,0.7892848600813204
Feldman-GaussianNB-accuracy,{'lambda': 0.75},0.705705705706,0.371379576882,0.9352816901408451
Feldman-GaussianNB-accuracy,{'lambda': 0.75},0.702702702703,0.370189033959,0.862041369120906
Feldman-GaussianNB-accuracy,{'lambda': 0.75},0.714714714715,0.435409612167,0.8076516076516076
Feldman-GaussianNB-accuracy,{'lambda': 0.75},0.735735735736,0.375329149752,0.8714435024968064
Feldman-GaussianNB-accuracy,{'lambda': 0.75},0.717717717718,0.388231394727,0.9454545454545454
Feldman-GaussianNB-accuracy,{'lambda': 0.75},0.720720720721,0.411522794602,0.7353741496598639
Feldman-GaussianNB-accuracy,{'lambda': 0.75},0.711711711712,0.364149365816,0.9721456150027579
Feldman-GaussianNB-accuracy,{'lambda': 0.7},0.684684684685,0.337669107034,0.9242424242424243
Feldman-GaussianNB-accuracy,{'lambda': 0.75},0.708708708709,0.386491770885,0.7443365695792881
Feldman-GaussianNB-accuracy,{'lambda': 0.75},0.735735735736,0.415279254929,0.7892848600813204
