Algorithms,Acc,Acc_SD,BCR,BCR_SD,MCC,MCC_SD,DI,DI_SD,CV,CV_SD,Run Time
Calders,0.910136986301,0.000822727978754,0.6826896733403582,0.00149483863489,-0.00287765915023,0.0034203625966,1.000498633535892,0.000634539668895,0.9995020167163549,0.000633437333384,0:00:00.512392
