Algorithms,Acc,Acc_SD,BCR,BCR_SD,MCC,MCC_SD,DI,DI_SD,CV,CV_SD,Run Time
Kamishima Acc/DI,0.735,0.127573508222,0.68875,0.0276416804844,0.50387121473,0.206213659052,0.603729485783984,0.216964444104,1.2472549189940494,0.14060855843,0:00:01.282762
Kamishima Acc,0.6825,0.139216557923,0.70875,0.0349329715312,0.435975451641,0.248832166804,0.7353117697229234,0.238636013122,1.1661593446673872,0.134888102521,0:00:01.375207
Kamishima DI,0.8175,0.0955575742681,0.6937499999999999,0.0269548233161,0.671830851022,0.13546398291,0.635692459223195,0.230546508359,1.2332802094054363,0.14252731914,0:00:01.329330
