Algorithms,Acc,Acc_SD,BCR,BCR_SD,MCC,MCC_SD,DI,DI_SD,CV,CV_SD,Run Time
SVM,0.797679180887,0.00221413421333,0.81702096538274,0.00213979726387,0.372881586688,0.00660982095188,0.4490778010110386,0.0313219794153,1.043925575627512,0.00306326296539,0:00:12.392062
NB,0.790141394442,0.00212635135944,0.8037250121891761,0.00219807854095,0.35184740819,0.00599936038737,0.5260477212953609,0.0327654388801,1.0645781195326924,0.00541900573517,0:00:00.014409
LR,0.80590931253,0.00284505290577,0.7962506094588007,0.0028096259588,0.415498563642,0.00702900500647,0.4861004465323032,0.0312919914203,1.0830948789453863,0.00667887831256,0:00:00.044155
