Algorithms,Acc,Acc_SD,BCR,BCR_SD,MCC,MCC_SD,DI,DI_SD,CV,CV_SD,Run Time
Zafar Unconstrained,0.91018967334,0.0016614722205,0.6823182297154899,0.00133407494653,0.0,0.0,1.0,0.0,1.0,0.0,0:00:00.120038
Zafar w Acc Constraint,0.911380400421,0.00149133174404,0.6824920969441518,0.00187680521659,0.0,0.0,1.0,0.0,1.0,0.0,0:00:03.745707
Zafar w Fair Constraint,0.909336143309,0.000986191036131,0.6828213909378293,0.00123210248762,-0.000648638407318,0.00129732245317,0.9999875055865619,2.49890022946e-05,1.0000124933801176,2.4986935645e-05,0:00:09.780643
Zafar No Pos Misclass,0.910089567966,0.00144524879243,0.6824446786090622,0.00174135247011,0.0,0.0,1.0,0.0,1.0,0.0,0:07:15.593314
