algorithm,params,accuracy,MCC,DisparateImpact
SVM,{},0.8653272329421126,0.6143959311248899,0.3410266238962751
SVM,{},0.8582653670181023,0.5978515346896123,0.34701151332750124
SVM,{},0.8586632186194549,0.5925319630428777,0.3586461284101108
SVM,{},0.8640342152377163,0.6124880111030517,0.3358776907799888
SVM,{},0.8566739606126915,0.5859298663188389,0.3415767096220853
SVM,{},0.8619454943306146,0.6082601315470907,0.3323605855517956
SVM,{},0.8590610702208077,0.6036922991902581,0.3417181614703087
SVM,{},0.8571712751143823,0.5861127316568493,0.3254228041462084
SVM,{},0.862144420131291,0.6003818697676545,0.3121068551437589
SVM,{},0.8529938333001791,0.5862913857940263,0.3252356309988626
GaussianNB,{},0.8268350905112393,0.5651132705932863,0.38226690234202393
GaussianNB,{},0.8265367018102248,0.5750152054243333,0.37445973315515835
GaussianNB,{},0.8265367018102248,0.5713463141596352,0.3816428681117967
GaussianNB,{},0.8200716132882435,0.5638119422703429,0.36170380718375583
GaussianNB,{},0.819773224587229,0.5511770382376474,0.3654776396471984
GaussianNB,{},0.8268350905112393,0.5712033012625152,0.3760279315530222
GaussianNB,{},0.8156952456733638,0.5623486654675066,0.37838309516253243
GaussianNB,{},0.8260393873085339,0.5702762486759313,0.38670429795151917
GaussianNB,{},0.8258404615078576,0.5622137968091627,0.35698396930209003
GaussianNB,{},0.8212651680923015,0.5635582636183036,0.36419199349576065
LR,{},0.8506067236920629,0.5757077679127158,0.38302085910730216
LR,{},0.8462303560771832,0.5694995087863408,0.3805075090311936
LR,{},0.8487169285856375,0.570321943491309,0.3926031475187044
LR,{},0.8502088720907102,0.5767190806090189,0.3741926031321201
LR,{},0.8466282076785359,0.5629360930131078,0.38731847994338203
LR,{},0.8497115575890193,0.5796912911186657,0.3786285177139852
LR,{},0.8434453948677143,0.5639788382164357,0.39929797603269707
LR,{},0.8458325044758305,0.5598409855390005,0.3767311519205296
LR,{},0.8519992042967973,0.5778221830994441,0.3800846878180483
LR,{},0.8434453948677143,0.5651907122564778,0.3641850617172718
DecisionTree,{},0.8155957827730257,0.502904276224494,0.4585995151631977
DecisionTree,{},0.8133081360652477,0.498282453436795,0.45589916783488255
DecisionTree,{},0.8160930972747166,0.49892731164251297,0.4751438349154085
DecisionTree,{},0.8176845036801274,0.505973534684949,0.4642605072551405
DecisionTree,{},0.8167893375770837,0.49846975130415433,0.4565606558577466
DecisionTree,{},0.8193753729858763,0.5116217984628617,0.4500620744937371
DecisionTree,{},0.811816192560175,0.49894434030363566,0.4844296414738335
DecisionTree,{},0.8165904117764075,0.5001927145772797,0.47416784180507754
DecisionTree,{},0.8149990053709966,0.4953537367196566,0.4378074553146156
DecisionTree,{},0.8074398249452954,0.48772583981542894,0.4390576340135434
Kamishima,{'eta': 1.0},0.8527949074995027,0.5836677391198716,0.3601217387735096
Kamishima,{'eta': 1.0},0.8448378754724488,0.566190087218509,0.36064769381746814
Kamishima,{'eta': 1.0},0.8477222995822559,0.5671262668125597,0.3688332179134732
Kamishima,{'eta': 1.0},0.8511040381937537,0.5803205598593706,0.3514325895531507
Kamishima,{'eta': 1.0},0.8483190769842849,0.5697423865432883,0.35665971273514974
Kamishima,{'eta': 1.0},0.8511040381937537,0.5834637160381368,0.35944994294665994
Kamishima,{'eta': 1.0},0.8423513029639944,0.5626250126082032,0.3461509707901155
Kamishima,{'eta': 1.0},0.8471255221802267,0.5650595626364773,0.3516890634790427
Kamishima,{'eta': 1.0},0.8525959816988263,0.5815522464053922,0.35167342474679014
Kamishima,{'eta': 1.0},0.8440421722697434,0.5673209413147889,0.3190789071198718
Kamishima-accuracy,{'eta': 1.0},0.8527949074995027,0.5836677391198716,0.3601217387735096
Kamishima-accuracy,{'eta': 1.0},0.8448378754724488,0.566190087218509,0.36064769381746814
Kamishima-accuracy,{'eta': 1.0},0.8477222995822559,0.5671262668125597,0.3688332179134732
Kamishima-accuracy,{'eta': 1.0},0.8511040381937537,0.5803205598593706,0.3514325895531507
Kamishima-accuracy,{'eta': 1.0},0.8483190769842849,0.5697423865432883,0.35665971273514974
Kamishima-accuracy,{'eta': 1.0},0.8511040381937537,0.5834637160381368,0.35944994294665994
Kamishima-accuracy,{'eta': 1.0},0.8423513029639944,0.5626250126082032,0.3461509707901155
Kamishima-accuracy,{'eta': 1.0},0.8471255221802267,0.5650595626364773,0.3516890634790427
Kamishima-accuracy,{'eta': 1.0},0.8525959816988263,0.5815522464053922,0.35167342474679014
Kamishima-accuracy,{'eta': 1.0},0.8440421722697434,0.5673209413147889,0.3190789071198718
Kamishima-DisparateImpact,{'eta': 1.0},0.8527949074995027,0.5836677391198716,0.3601217387735096
Kamishima-DisparateImpact,{'eta': 1.0},0.8448378754724488,0.566190087218509,0.36064769381746814
Kamishima-DisparateImpact,{'eta': 1.0},0.8477222995822559,0.5671262668125597,0.3688332179134732
Kamishima-DisparateImpact,{'eta': 1.0},0.8511040381937537,0.5803205598593706,0.3514325895531507
Kamishima-DisparateImpact,{'eta': 1.0},0.8483190769842849,0.5697423865432883,0.35665971273514974
Kamishima-DisparateImpact,{'eta': 1.0},0.8511040381937537,0.5834637160381368,0.35944994294665994
Kamishima-DisparateImpact,{'eta': 1.0},0.8423513029639944,0.5626250126082032,0.3461509707901155
Kamishima-DisparateImpact,{'eta': 1.0},0.8471255221802267,0.5650595626364773,0.3516890634790427
Kamishima-DisparateImpact,{'eta': 1.0},0.8525959816988263,0.5815522464053922,0.35167342474679014
Kamishima-DisparateImpact,{'eta': 1.0},0.8440421722697434,0.5673209413147889,0.3190789071198718
Feldman-SVM,{'lambda': 1.0},0.8369803063457331,0.5215685373120406,0.32380289872798435
