algorithm,params,accuracy,MCC,DisparateImpact
Feldman-SVM,{'lambda': 1.0},0.819773224587229,0.4689271102895693,0.4223150210399827
Feldman-SVM,{'lambda': 1.0},0.8297195146210463,0.49530321555827966,0.37428657509090624
Feldman-SVM,{'lambda': 1.0},0.8404615078575691,0.5365021958346923,0.36271644209009
Feldman-SVM,{'lambda': 1.0},0.8364829918440422,0.520274175332102,0.3404309443032652
Feldman-SVM,{'lambda': 1.0},0.8314103839267953,0.5081611928655342,0.40015261949617553
Feldman-SVM,{'lambda': 1.0},0.8245474438034613,0.49034518186440074,0.3930786841207738
Feldman-SVM,{'lambda': 1.0},0.820370001989258,0.4601142062184768,0.402694107749937
Feldman-SVM,{'lambda': 1.0},0.8178834294808036,0.44809915401488476,0.41980288010906924
Feldman-SVM,{'lambda': 1.0},0.8218619454943307,0.48288351633710763,0.4022329958211151
Feldman-GaussianNB,{'lambda': 1.0},0.8265367018102248,0.5600386950787994,0.35098536007489806
Feldman-GaussianNB,{'lambda': 1.0},0.827829719514621,0.5648887525007071,0.3402439835240213
Feldman-GaussianNB,{'lambda': 1.0},0.8224587228963597,0.5599588676152447,0.34081874118746014
Feldman-GaussianNB,{'lambda': 1.0},0.8198726874875671,0.5595863797034799,0.33296990668642
Feldman-GaussianNB,{'lambda': 1.0},0.8187785955838472,0.5371263264768891,0.33319798950301743
Feldman-GaussianNB,{'lambda': 1.0},0.8282275711159738,0.563343337764164,0.3447525459497079
Feldman-GaussianNB,{'lambda': 1.0},0.8182812810821564,0.5551843262000796,0.3475642000523064
Feldman-GaussianNB,{'lambda': 1.0},0.8227571115973742,0.5532422806010165,0.3373533034877102
Feldman-GaussianNB,{'lambda': 1.0},0.8268350905112393,0.5544183666808437,0.33141166683016754
Feldman-GaussianNB,{'lambda': 1.0},0.8210662422916252,0.5602746233001136,0.3408527613353806
Feldman-LR,{'lambda': 1.0},0.8509051123930774,0.5764692059452742,0.41982548320510416
Feldman-LR,{'lambda': 1.0},0.8448378754724488,0.562100065105806,0.361235244186817
Feldman-LR,{'lambda': 1.0},0.8479212253829321,0.5686653389896189,0.39980896390304127
Feldman-LR,{'lambda': 1.0},0.8496120946886812,0.5726665087015657,0.40660552272221673
Feldman-LR,{'lambda': 1.0},0.8452357270738015,0.55681635256188,0.3414539195676773
Feldman-LR,{'lambda': 1.0},0.850109409190372,0.5773620060313374,0.3569702729502106
Feldman-LR,{'lambda': 1.0},0.8425502287646708,0.5572316920305963,0.35490424310549706
Feldman-LR,{'lambda': 1.0},0.8480206882832704,0.5681979573766831,0.32067136836028987
Feldman-LR,{'lambda': 1.0},0.8509051123930774,0.5717196335396755,0.3246793037466109
Feldman-LR,{'lambda': 1.0},0.8423513029639944,0.558646190763979,0.4107283793120402
Feldman-DecisionTree,{'lambda': 1.0},0.8102247861547642,0.4834435063231054,0.49935274027759086
Feldman-DecisionTree,{'lambda': 1.0},0.808334991048339,0.4715134548208743,0.5093965865107961
Feldman-DecisionTree,{'lambda': 1.0},0.8085339168490153,0.48192601356988546,0.4276203736465145
Feldman-DecisionTree,{'lambda': 1.0},0.8146011537696439,0.49553088720305577,0.44365277203652054
Feldman-DecisionTree,{'lambda': 1.0},0.8122140441615278,0.4865959379192957,0.42232280369709185
Feldman-DecisionTree,{'lambda': 1.0},0.7969962204097871,0.44071562749441817,0.4827544089046657
Feldman-DecisionTree,{'lambda': 1.0},0.8017704396260195,0.45878479059166927,0.5106404660480816
Feldman-DecisionTree,{'lambda': 1.0},0.7969962204097871,0.4538572961687949,0.4326281852099832
Feldman-DecisionTree,{'lambda': 1.0},0.8026656057290631,0.4576263511092821,0.4327879137621103
Feldman-DecisionTree,{'lambda': 1.0},0.8006763477222996,0.4658117491402608,0.49182658933038775
Feldman-SVM-DisparateImpact,{'lambda': 0.4},0.8539884623035607,0.5784336164170673,0.36009633221089715
Feldman-SVM-DisparateImpact,{'lambda': 0.5},0.8326039387308534,0.5133744759204322,0.40932195536079247
Feldman-SVM-DisparateImpact,{'lambda': 0.4},0.8463298189775214,0.5520699594585988,0.3845298525501571
Feldman-SVM-DisparateImpact,{'lambda': 0.5},0.8379749353491148,0.5278857129964254,0.4063748549679837
Feldman-SVM-DisparateImpact,{'lambda': 0.35},0.8433459319673762,0.5429651430877394,0.3180167996079401
Feldman-SVM-DisparateImpact,{'lambda': 0.6},0.8279291824149593,0.4965086870930902,0.4137551459368486
Feldman-SVM-DisparateImpact,{'lambda': 0.4},0.8518997413964591,0.5814121886216359,0.36763157769383564
Feldman-SVM-DisparateImpact,{'lambda': 1.0},0.820370001989258,0.4601142062184768,0.402694107749937
Feldman-SVM-DisparateImpact,{'lambda': 0.9},0.8220608712950069,0.46300311507186015,0.4034313187738676
Feldman-SVM-DisparateImpact,{'lambda': 0.95},0.8216630196936543,0.48223935830449466,0.4022329958211151
Feldman-SVM-accuracy,{'lambda': 0.85},0.8381738611497911,0.5251072943640861,0.3268672794730441
Feldman-SVM-accuracy,{'lambda': 0.85},0.8256415357071812,0.4890244690757803,0.4173455688419138
Feldman-SVM-accuracy,{'lambda': 0.85},0.832405012930177,0.5046738586996204,0.369873961564859
Feldman-SVM-accuracy,{'lambda': 0.85},0.838671175651482,0.5309291526586096,0.3644725037663761
Feldman-SVM-accuracy,{'lambda': 0.85},0.8362840660433658,0.519836447028797,0.34300978992000836
Feldman-SVM-accuracy,{'lambda': 0.85},0.8338969564352496,0.5168118424392648,0.39226859341158854
Feldman-SVM-accuracy,{'lambda': 0.85},0.823751740600756,0.48747088675763556,0.3944904297103297
Feldman-SVM-accuracy,{'lambda': 0.85},0.8294211259200318,0.49296493101045147,0.36172327220166944
Feldman-SVM-accuracy,{'lambda': 0.85},0.82952058882037,0.4884928351961066,0.3921098467230466
Feldman-SVM-accuracy,{'lambda': 0.85},0.8258404615078576,0.4966576356830811,0.39382352844334545
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.4},0.8276307937139447,0.5654415604011396,0.39107926275533045
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.4},0.8271334792122538,0.5734220533571369,0.38363766779131425
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.4},0.8253431470061667,0.5683358507843259,0.3869630629139879
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.4},0.8221603341953452,0.5664177133776696,0.37051180651031856
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.4},0.8200716132882435,0.5509621528085223,0.37135957266460884
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.4},0.8285259598169883,0.5734593284923873,0.3845979526385803
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.4},0.8161925601750547,0.5614106878633963,0.3870968973470398
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.4},0.8252436841058285,0.5682637256308031,0.3913238127915866
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.4},0.8264372389098866,0.5618175469437681,0.3655881302026031
Feldman-GaussianNB-DisparateImpact,{'lambda': 0.4},0.820966779391287,0.5614873730364979,0.3730743714730689
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8267356276109011,0.5606889208002713,0.35224563066762654
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8280286453152974,0.5655288650017791,0.3399524291251147
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8234533518997414,0.5621789758754502,0.3435696771644517
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8201710761885816,0.560258962139095,0.33022056686437673
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8189775213845236,0.5376390860638683,0.3339851879977501
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8279291824149593,0.5630426868232619,0.34131793929160353
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.81808235528148,0.554972921521672,0.3447585897211185
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8233538889994032,0.5556518264730299,0.33716204959779145
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8274318679132684,0.5566824873499293,0.3284232155673925
Feldman-GaussianNB-accuracy,{'lambda': 0.85},0.8210662422916252,0.560552204478944,0.3388272669264293
