,name,attribute,algorithm,params,run-id,DIbinary,DIavgall,CV,comparative-sensitive-TPR,accuracy,0-accuracy,1-accuracy,sensitive-accuracy,TNR,sensitive-TNR,comparative-sensitive-accuracy,BCR,sensitive-calibration+,sensitive-calibration-,TPR,sensitive-TPR,comparative-sensitive-TNR,MCC,comparative-sensitive-calibration+,comparative-sensitive-calibration-
57,propublica-recidivism,sex,Calders,beta=1.0,7,1.2142584826534502,1.2142584826534502,1.101243019275806,0.9643410852713178,0.6287425149700598,0.5081967213114754,0.6556776556776557,0.5819371884945655,0.6277777777777778,0.5590277777777778,0.8525190656338197,0.6288239538239538,0.5321151716500554,0.3555021367521368,0.6298701298701299,0.6178294573643411,0.7708333333333333,0.2569075385666185,0.7929125138427464,1.0582264957264955
58,propublica-recidivism,sex,Calders,beta=1.0,8,0.8484362469927826,0.8484362469927826,0.9291604197901048,0.9473684210526316,0.592814371257485,0.603448275862069,0.5905797101449275,0.5970139930034982,0.6474358974358975,0.6622983870967742,1.0128685657171417,0.5961898588303083,0.6081900910010112,0.4170068027210885,0.5449438202247191,0.5263157894736843,1.0504032258064515,0.1927409944439314,0.9140546006066732,0.908843537414966
59,propublica-recidivism,sex,Calders,beta=1.0,9,0.6220657276995305,0.6220657276995305,0.7974842767295598,0.6319520174482007,0.6586826347305389,0.5507246376811594,0.6867924528301886,0.6187585452556741,0.6571428571428571,0.6660902803057882,0.8639321848509708,0.6587601078167116,0.5518983466013472,0.3419936373276776,0.660377358490566,0.5411668484187568,1.0336730979250093,0.3171784284346501,0.7657685241886099,1.0986214209968188
60,propublica-recidivism,sex,ZafarBaseline,,0,0.7988077496274218,0.7988077496274218,0.9084124830393489,0.9340277777777778,0.6526946107784432,0.6666666666666666,0.6492537313432836,0.6579601990049749,0.7278481012658228,0.7518975332068312,1.017412935323383,0.6565376869965478,0.7066256830601093,0.3772015655577299,0.5852272727272727,0.5642361111111112,1.0844402277039848,0.3151217886671705,1.003415300546448,0.9598825831702544
61,propublica-recidivism,sex,ZafarBaseline,,1,0.5437394722066256,0.5437394722066256,0.7676293966256792,0.8152777777777778,0.6257485029940121,0.6615384615384615,0.6171003717472119,0.6393194166428366,0.66875,0.7365714285714285,1.0444380897912495,0.6274784482758621,0.6859286293592863,0.3891843971631206,0.5862068965517241,0.5256944444444445,1.2411428571428569,0.25539301490193617,1.072587185725872,0.9450354609929078
62,propublica-recidivism,sex,ZafarBaseline,,2,0.4387464387464387,0.4387464387464387,0.7394179894179894,0.6945536215609208,0.6407185628742516,0.6111111111111112,0.6464285714285715,0.6287698412698413,0.7134502923976608,0.7855894105894106,0.9646825396825396,0.6389337351558856,0.6867132867132868,0.385968992248062,0.5644171779141104,0.4604154969118473,1.2145354645354645,0.2812168594578083,1.081118881118881,1.0652713178294575
63,propublica-recidivism,sex,ZafarBaseline,,3,0.5124515079464397,0.5124515079464397,0.7660481594907824,0.7812949640287771,0.6467065868263473,0.6721311475409836,0.6410256410256411,0.6565783942833123,0.7058823529411765,0.7626451077943616,1.0311055065153425,0.6456241032998565,0.6615776081424936,0.34966319657072875,0.5853658536585366,0.5093525179856115,1.1969320066334992,0.29353121484573064,1.010178117048346,0.9528475199020208
64,propublica-recidivism,sex,ZafarBaseline,,4,0.7930871212121212,0.7930871212121212,0.9011759384893714,0.9731735159817352,0.6077844311377245,0.6515151515151515,0.5970149253731343,0.6242650384441428,0.6524390243902439,0.6727166276346604,1.054500226142017,0.6085724533715926,0.58421875,0.3591463414634146,0.5647058823529412,0.5550799086757991,1.0831381733021077,0.21787682056179325,0.8715625,0.8182926829268293
65,propublica-recidivism,sex,ZafarBaseline,,5,0.7170795306388528,0.7170795306388528,0.8395069337442219,0.9319313779745436,0.6317365269461078,0.6949152542372882,0.6181818181818182,0.6565485362095531,0.591715976331361,0.6545231729055259,1.07673343605547,0.6322216245293169,0.6378205128205128,0.3277310924369748,0.6727272727272727,0.6494189263973437,1.2061051693404634,0.2652291148299454,1.0576923076923077,0.9159663865546218
66,propublica-recidivism,sex,ZafarBaseline,,6,0.6293070806512684,0.6293070806512684,0.8139844195325859,0.8928571428571429,0.6197604790419161,0.6842105263157895,0.6064981949458483,0.645354360630819,0.6506024096385542,0.7339541907878178,1.0777123313699413,0.6199440619621343,0.6946442845723422,0.3787625418060201,0.5892857142857143,0.5535714285714286,1.2562295494588471,0.2403150520273991,1.1662669864108717,0.960423634336678
67,propublica-recidivism,sex,ZafarBaseline,,7,0.634573036457059,0.634573036457059,0.8206329189935748,0.8598449612403101,0.6317365269461078,0.6721311475409836,0.6227106227106227,0.6474208851258032,0.6611111111111111,0.7152777777777778,1.049420524830361,0.6292568542568542,0.6142969363707776,0.3310208975676602,0.5974025974025974,0.550077519379845,1.1805555555555556,0.2586397000938536,1.0345640219952867,0.9570058239122988
68,propublica-recidivism,sex,ZafarBaseline,,8,0.7675194660734149,0.7675194660734149,0.895552223888056,1.0177125506072873,0.6347305389221557,0.7241379310344828,0.6159420289855072,0.670039980009995,0.7179487179487181,0.764616935483871,1.1081959020489756,0.6398732353788534,0.717741935483871,0.3651315789473684,0.5617977528089888,0.5680668016194332,1.158266129032258,0.2818245810346581,1.064516129032258,0.8486842105263158
69,propublica-recidivism,sex,ZafarBaseline,,9,0.3753950092622861,0.3753950092622861,0.6865190046486191,0.7311886586695746,0.6377245508982036,0.6956521739130435,0.6226415094339622,0.6591468416735029,0.6914285714285714,0.7731161266836549,1.0730106644790809,0.6350224618149146,0.6928860613071139,0.3463203463203464,0.5786163522012578,0.4915485278080698,1.3074262832180559,0.27189314090236155,1.1526894158473109,0.9502164502164504
70,propublica-recidivism,sex,ZafarFairness,c=0.001,0,0.7859237536656891,0.7859237536656891,0.9009497964721844,0.9340277777777778,0.6467065868263473,0.6666666666666666,0.6417910447761194,0.6542288557213929,0.7151898734177216,0.7438330170777989,1.0248756218905473,0.6502085730724971,0.7009408602150538,0.37996031746031744,0.5852272727272727,0.5642361111111112,1.1005692599620494,0.3019411214460269,1.0147849462365592,0.9543650793650792
71,propublica-recidivism,sex,ZafarFairness,c=0.001,1,0.5411834319526627,0.5411834319526627,0.7782670860737775,0.8430555555555556,0.6257485029940121,0.676923076923077,0.6133828996282528,0.6451529882756648,0.69375,0.7628571428571429,1.0635401772948243,0.6284841954022988,0.7092760180995474,0.3893135491606715,0.5632183908045977,0.5118055555555556,1.2457142857142856,0.2586037687145209,1.1108597285067874,0.9297062350119903
72,propublica-recidivism,sex,ZafarFairness,c=0.001,2,0.4387464387464387,0.4387464387464387,0.7394179894179894,0.6945536215609208,0.6407185628742516,0.6111111111111112,0.6464285714285715,0.6287698412698413,0.7134502923976608,0.7855894105894106,0.9646825396825396,0.6389337351558856,0.6867132867132868,0.385968992248062,0.5644171779141104,0.4604154969118473,1.2145354645354645,0.2812168594578083,1.081118881118881,1.0652713178294575
73,propublica-recidivism,sex,ZafarFairness,c=0.001,3,0.5163934426229508,0.5163934426229508,0.7697111631537861,0.7812949640287771,0.6497005988023952,0.6721311475409836,0.6446886446886447,0.6584098961148142,0.7117647058823531,0.7663764510779436,1.0274425028523388,0.6485652797704448,0.6641025641025641,0.3483581635755549,0.5853658536585366,0.5093525179856115,1.1894693200663349,0.2996945203345927,1.0051282051282049,0.9554575858923684
74,propublica-recidivism,sex,ZafarFairness,c=0.001,4,0.7869391590321823,0.7869391590321823,0.8974445952057892,0.9731735159817352,0.6047904191616766,0.6515151515151515,0.5932835820895522,0.6223993668023519,0.6463414634146342,0.6686182669789227,1.0582315694255993,0.6055236728837876,0.5817054263565892,0.3607650464993859,0.5647058823529412,0.5550799086757991,1.091334894613583,0.21165555263595395,0.8765891472868217,0.8150552728548868
